time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/std,train/policy_gradient_loss,train/explained_variance,train/value_loss
2179072,1784,100.0,-9969.706113150001,266,1221,2650,-0.1441843707114458,0.0029971423,0.0264892578125,0.2,0.0003,101355.9296875,0.2784232497215271,0.0003737484243174549,0.0,523903.9318359375
2187264,1790,100.0,-9907.79932226,267,1221,2660,-0.14273814372718335,0.0032225796,0.02901611328125,0.2,0.0003,100856.84375,0.2793669104576111,-0.00024062143475021003,0.0,507062.90859375
2195456,1797,100.0,-9859.679701119998,268,1221,2670,-0.14495657458901406,0.0029979201,0.02191162109375,0.2,0.0003,93644.078125,0.27999693155288696,0.0004531309132289607,0.0,499654.634765625
2203648,1803,100.0,-9845.7901947,269,1221,2680,-0.1470243614166975,0.0031906976,0.0369873046875,0.2,0.0003,99766.9375,0.280062198638916,-0.0007570235298771877,1.1920928955078125e-07,493334.7051757813
2211840,1810,100.0,-9885.158866990001,270,1221,2690,-0.1436559844762087,0.0026994594,0.02935791015625,0.2,0.0003,96211.796875,0.27904194593429565,-5.460617940116208e-05,1.1920928955078125e-07,491170.7381835937
2220032,1816,100.0,-9947.99693284,271,1222,2700,-0.13720783218741417,0.005011145,0.0341064453125,0.2,0.0003,94425.9609375,0.27631762623786926,-0.00024137926266121212,1.1920928955078125e-07,498401.8880859375
2228224,1823,100.0,-9964.997865880001,272,1222,2710,-0.12761022597551347,0.0034360709,0.03734130859375,0.2,0.0003,100596.234375,0.27403178811073303,-0.0022368339872627986,0.0,508838.93603515625
2236416,1829,100.0,-10011.709803740001,273,1222,2720,-0.12222936190664768,0.003035341,0.0303466796875,0.2,0.0003,101483.5703125,0.27279818058013916,-2.4939661670941858e-06,0.0,507921.5748046875
2244608,1836,100.0,-9959.76296902,274,1222,2730,-0.11109530515968799,0.00432167,0.03560791015625,0.2,0.0003,95867.0546875,0.26843520998954773,-0.0007420420544804074,-1.1920928955078125e-07,511230.6923828125
2252800,1842,100.0,-9939.502338299999,275,1222,2740,-0.0922800574451685,0.0044930205,0.0264892578125,0.2,0.0003,99004.9296875,0.26266440749168396,-0.0005272279820928815,-1.1920928955078125e-07,503312.2763671875
2260992,1848,100.0,-9922.61711428,276,1222,2750,-0.07501661404967308,0.0027768593,0.03167724609375,0.2,0.0003,97250.5625,0.25909438729286194,-0.00011436422246333678,0.0,500797.01494140626
2269184,1855,100.0,-9962.610749649999,277,1222,2760,-0.0694128569215536,0.0042578336,0.04609375,0.2,0.0003,97978.6171875,0.25931796431541443,-0.0007459680775355082,0.0,497289.0477539062
2277376,1861,100.0,-9926.0863266,278,1223,2770,-0.06953285001218319,0.0012004278,0.021875,0.2,0.0003,99710.2109375,0.25966042280197144,0.0003364230473380303,-1.1920928955078125e-07,502727.5772460938
2285568,1868,100.0,-9917.22829173,279,1223,2780,-0.07116339579224587,0.002904939,0.02327880859375,0.2,0.0003,93655.2265625,0.2597827911376953,-1.0714232485042884e-05,0.0,495910.9608398437
2293760,1874,100.0,-10149.27444773,280,1223,2790,-0.066838114336133,0.0030115526,0.0387939453125,0.2,0.0003,98817.9375,0.2581339180469513,-0.0010656583817763021,0.0,493232.69404296874
2301952,1881,100.0,-10175.537908,281,1223,2800,-0.07183145582675934,0.0015138679,0.03426513671875,0.2,0.0003,114716.6328125,0.2613545358181,0.00036895396915497257,-1.1920928955078125e-07,542829.6177734375
2310144,1887,100.0,-9974.626630079998,282,1223,2810,-0.06974061727523803,0.0040461635,0.04993896484375,0.2,0.0003,109177.9609375,0.2582487165927887,0.00033670784760033714,-1.1920928955078125e-07,541114.7122070312
2318336,1894,100.0,-9993.46551326,283,1223,2820,-0.07282104641199112,0.0032702782,0.039111328125,0.2,0.0003,98320.7109375,0.2616506516933441,-0.0017400058179191547,0.0,505528.98564453126
2326528,1900,100.0,-10159.271533550002,284,1223,2830,-0.08070401474833488,0.004868041,0.04315185546875,0.2,0.0003,101008.171875,0.26295945048332214,-0.00021755725611001254,1.1920928955078125e-07,505525.2451171875
2334720,1907,100.0,-10371.006816219999,285,1224,2840,-0.0777859278023243,0.004630631,0.03790283203125,0.2,0.0003,103547.7421875,0.26025858521461487,-0.00019488375801302027,1.1920928955078125e-07,530640.99765625
2342912,1913,100.0,-10516.29326826,286,1224,2850,-0.07116298116743565,0.0023267977,0.043359375,0.2,0.0003,109351.9296875,0.25955063104629517,0.0008683815089170821,0.0,555878.9970703125
2351104,1920,100.0,-10446.46457348,287,1224,2860,-0.06548778712749481,0.0040051453,0.02913818359375,0.2,0.0003,113126.9609375,0.2573230266571045,0.00010029594413936138,-1.1920928955078125e-07,582237.122265625
2359296,1926,100.0,-10739.4717335,288,1224,2870,-0.06170084364712238,0.0023774295,0.0355712890625,0.2,0.0003,114958.6015625,0.257423996925354,-0.00032003585220081733,0.0,570980.8767578125
2367488,1933,100.0,-10292.566771400001,289,1224,2880,-0.06159152165055275,0.0024744042,0.0326416015625,0.2,0.0003,120692.890625,0.2571110129356384,-0.00016389837182941846,5.960464477539063e-08,614426.4478515625
2375680,1939,100.0,-10168.818645489999,290,1224,2890,-0.05703755244612694,0.0029842623,0.05462646484375,0.2,0.0003,103660.75,0.2554324269294739,-0.0006275998883211286,0.0,519791.9015625
2383872,1946,100.0,-10054.42912573,291,1224,2900,-0.05388707034289837,0.0033138052,0.02886962890625,0.2,0.0003,101564.1953125,0.2551926374435425,-6.595230333914515e-05,0.0,523730.61083984375
2392064,1952,100.0,-9874.024585860001,292,1225,2910,-0.0461063027381897,0.0037458644,0.0429443359375,0.2,0.0003,94912.8203125,0.2517297863960266,-0.0008982158462458756,-1.1920928955078125e-07,501262.772265625
2400256,1958,100.0,-9908.866584480002,293,1225,2920,-0.03756428435444832,0.0033512986,0.04129638671875,0.2,0.0003,92553.234375,0.25081557035446167,0.0011939142837945837,-1.1920928955078125e-07,473491.47919921874
2408448,1965,100.0,-9895.29752307,294,1225,2930,-0.03472854048013687,0.0032594828,0.03262939453125,0.2,0.0003,95493.875,0.2501260042190552,-3.3004925353452566e-05,0.0,484370.4424804688
2416640,1971,100.0,-9857.579534530001,295,1225,2940,-0.028680675104260443,0.003744083,0.0334228515625,0.2,0.0003,96569.2890625,0.24807149171829224,0.0006656117388047278,0.0,480006.228125
2424832,1978,100.0,-9830.421812699999,296,1225,2950,-0.019573166593909265,0.0058121625,0.03526611328125,0.2,0.0003,94571.4921875,0.24551722407341003,4.8766518739284946e-05,0.0,474771.9072265625
2433024,1984,100.0,-9869.699373539997,297,1225,2960,-0.014327910542488099,0.0015696592,0.0261474609375,0.2,0.0003,93012.8984375,0.24547235667705536,0.00044700190701405516,-1.1920928955078125e-07,467808.6630859375
2441216,1991,100.0,-9932.4581968,298,1225,2970,-0.010104207694530487,0.004870196,0.04547119140625,0.2,0.0003,93648.390625,0.24374337494373322,-0.0015242336747178342,0.0,475834.00458984374
2449408,1997,100.0,-9987.57796045,299,1226,2980,-0.010455696657299996,0.0041752774,0.03662109375,0.2,0.0003,96224.984375,0.2451046258211136,0.0005975015046715271,0.0,482240.2274414062
2457600,2004,100.0,-10108.37825716,300,1226,2990,-0.01903390698134899,0.0037857806,0.0487060546875,0.2,0.0003,96600.25,0.24787145853042603,0.0008140996913425624,0.0,489773.55908203125
2465792,2010,100.0,-10151.492099019999,301,1226,3000,-0.017690131813287734,0.0043823067,0.05479736328125,0.2,0.0003,99947.6875,0.2449745237827301,-0.0005032258035498671,0.0,512545.8018554688
2473984,2017,100.0,-10005.912633349999,302,1226,3010,-0.007025587558746338,0.0014043953,0.02244873046875,0.2,0.0003,99155.484375,0.24263805150985718,0.0006932868858712027,1.1920928955078125e-07,509048.1578125
2482176,2023,100.0,-10165.41293262,303,1226,3020,-0.0005697369575500488,0.0032463092,0.04287109375,0.2,0.0003,94229.546875,0.24161559343338013,5.8289311346015894e-05,-1.1920928955078125e-07,484809.4740234375
2490368,2030,100.0,-10617.11100254,304,1226,3030,0.005860142409801483,0.0024636672,0.03099365234375,0.2,0.0003,103327.3046875,0.23978836834430695,0.0003651994134997949,5.960464477539063e-08,519232.14765625
2498560,2036,100.0,-10624.88490261,305,1226,3040,0.017058034986257554,0.0035075424,0.04473876953125,0.2,0.0003,113670.375,0.23659607768058777,0.00046832687003188765,0.0,580323.8212890625
2506752,2043,100.0,-10492.700636770001,306,1226,3050,0.024045196548104285,0.0043529607,0.05928955078125,0.2,0.0003,107558.8984375,0.23578780889511108,0.0002541554000345059,0.0,574349.7001953125
2514944,2049,100.0,-10350.008599320001,307,1227,3060,0.03204410932958126,0.0030454095,0.04007568359375,0.2,0.0003,110576.90625,0.23304976522922516,-0.00020720387074106837,0.0,547761.9223632812
2523136,2055,100.0,-10446.47926831,308,1227,3070,0.0383982103317976,0.0034440067,0.028955078125,0.2,0.0003,104714.4453125,0.23281031847000122,0.0009741321497131139,1.1920928955078125e-07,531103.6366210937
2531328,2062,100.0,-10353.56474591,309,1227,3080,0.045395906269550326,0.0045580277,0.0443603515625,0.2,0.0003,111687.671875,0.2299114465713501,-0.0004148448795604054,0.0,553499.2231445312
2539520,2068,100.0,-10261.180004079999,310,1227,3090,0.05152152441442013,0.0048719174,0.04102783203125,0.2,0.0003,107208.734375,0.22955772280693054,0.0001437009035726078,0.0,524365.4799804688
2547712,2075,100.0,-10241.981546809999,311,1227,3100,0.05622379817068577,0.003199141,0.0396728515625,0.2,0.0003,102255.796875,0.22828148305416107,-0.0003725606802618131,0.0,517500.86962890625
2555904,2081,100.0,-10226.3667989,312,1227,3110,0.06532158330082893,0.0031535588,0.03526611328125,0.2,0.0003,98597.5546875,0.22525164484977722,-4.017897226731293e-05,1.1920928955078125e-07,512684.8944335937
2564096,2088,100.0,-10114.643080390002,313,1227,3120,0.07803445197641849,0.0042675296,0.04376220703125,0.2,0.0003,100098.203125,0.22292836010456085,-0.0006372959440341219,1.1920928955078125e-07,511299.62255859375
2572288,2094,100.0,-10148.268147589999,314,1227,3130,0.08099786788225175,0.0028364817,0.04969482421875,0.2,0.0003,94482.6484375,0.22338560223579407,0.000786808298289543,-1.1920928955078125e-07,492002.9657226562
2580480,2101,100.0,-10254.23160953,315,1228,3140,0.08085579052567482,0.0030783406,0.048388671875,0.2,0.0003,98441.0859375,0.2227298766374588,0.0004188074599369429,0.0,500384.7479492187
2588672,2107,100.0,-10438.73251808,316,1228,3150,0.08741233125329018,0.002113739,0.0417724609375,0.2,0.0003,101759.921875,0.22094176709651947,0.00022826356325822417,0.0,513298.27705078124
2596864,2114,100.0,-10244.84602805,317,1228,3160,0.09105727262794971,0.0055435305,0.039208984375,0.2,0.0003,106866.53125,0.22068890929222107,0.0008415992891968926,0.0,543294.7369140625
2605056,2120,100.0,-10331.989839610002,318,1228,3170,0.09289084859192372,0.0025846171,0.032958984375,0.2,0.0003,97690.84375,0.22045908868312836,0.0004258465622115182,0.0,505510.2002929688
2613248,2127,100.0,-10104.609075749999,319,1228,3180,0.0969857856631279,0.004396421,0.0389892578125,0.2,0.0003,105171.15625,0.21899934113025665,0.0003249751105613541,0.0,520574.002734375
2621440,2133,100.0,-10093.96847242,320,1228,3190,0.10581111758947373,0.00474766,0.0499267578125,0.2,0.0003,95992.0,0.21630889177322388,0.0007255435019033029,0.0,487787.86572265625
2629632,2140,100.0,-10133.67372539,321,1228,3200,0.11583748534321785,0.0048534265,0.049951171875,0.2,0.0003,96042.2890625,0.21466289460659027,-0.000498374093149323,-1.1920928955078125e-07,486623.3162109375
2637824,2146,100.0,-10016.66556576,322,1228,3210,0.13403788022696972,0.005372467,0.04656982421875,0.2,0.0003,100119.2109375,0.20929156243801117,-0.0007817023251845967,0.0,495922.20283203124
2646016,2152,100.0,-10210.64572035,323,1229,3220,0.14240558594465255,0.0054011815,0.046337890625,0.2,0.0003,92177.59375,0.210227370262146,0.0009648766328609782,0.0,471204.95244140626
2654208,2159,100.0,-10374.319804620001,324,1229,3230,0.1419829849153757,0.0039823605,0.03780517578125,0.2,0.0003,98283.8203125,0.20975130796432495,0.0009179351323837182,0.0,504379.263671875
2662400,2165,100.0,-10207.85362179,325,1229,3240,0.13862811364233493,0.005338311,0.0595703125,0.2,0.0003,101883.3515625,0.21112054586410522,0.0015321830127504655,0.0,529624.3990234375
2670592,2172,100.0,-10104.398264250001,326,1229,3250,0.1407519817352295,0.0029356596,0.051123046875,0.2,0.0003,91888.6953125,0.2093738317489624,0.0008164997951098484,0.0,491119.4931640625
2678784,2178,100.0,-10189.64541512,327,1229,3260,0.1495016749948263,0.0042808186,0.04818115234375,0.2,0.0003,94647.453125,0.20764903724193573,0.0006550848243932706,0.0,483750.1202148438
2686976,2185,100.0,-10235.55415873,328,1229,3270,0.15719369873404504,0.0036576712,0.04913330078125,0.2,0.0003,96942.25,0.20596489310264587,0.000395680565998191,0.0,499635.7266601563
2695168,2191,100.0,-10373.70498425,329,1229,3280,0.15728414356708526,0.003703825,0.0400146484375,0.2,0.0003,97258.4765625,0.20748822391033173,0.0004243310821038904,0.0,498920.4110351562
2703360,2198,100.0,-10124.4848893,330,1229,3290,0.15874981842935085,0.0047122417,0.05797119140625,0.2,0.0003,100021.296875,0.2056833952665329,0.00040620390936965125,0.0,521344.79033203126
2711552,2204,100.0,-10174.696564939997,331,1229,3300,0.15755798369646073,0.0060465066,0.0521728515625,0.2,0.0003,92001.8515625,0.20735247433185577,0.0008429024157521781,0.0,481570.0643554687
2719744,2211,100.0,-10563.45608663,332,1229,3310,0.15147601142525674,0.0028021883,0.04754638671875,0.2,0.0003,93365.890625,0.2082304209470749,0.00038000683489372025,0.0,489416.02021484374
2727936,2217,100.0,-10866.39778497,333,1229,3320,0.14802135862410068,0.0032529274,0.044189453125,0.2,0.0003,103813.5703125,0.20892323553562164,0.00015410802589030937,0.0,555177.7783203125
2736128,2224,100.0,-10424.53542174,334,1230,3330,0.14698368571698667,0.004049858,0.0435791015625,0.2,0.0003,117150.96875,0.2086934894323349,2.3765274818288162e-05,0.0,590287.07578125
2744320,2230,100.0,-10595.356506360002,335,1230,3340,0.15271764397621154,0.0037607101,0.0514404296875,0.2,0.0003,100206.984375,0.20686566829681396,0.0003550010111212032,-1.1920928955078125e-07,500985.96484375
2752512,2237,100.0,-10419.25583127,336,1230,3350,0.15742397159337998,0.0030005004,0.04112548828125,0.2,0.0003,110586.1640625,0.20692795515060425,-0.0004761398129630834,0.0,554158.6241210938
2760704,2243,100.0,-10280.216725420001,337,1230,3360,0.16209811717271805,0.0050848685,0.0625244140625,0.2,0.0003,94818.5625,0.20464183390140533,0.0008804188400972635,0.0,509483.5155273437
2768896,2250,100.0,-10070.834965799999,338,1230,3370,0.1642661351710558,0.0058564986,0.05245361328125,0.2,0.0003,97377.21875,0.20595982670783997,0.0007546421831648332,0.0,496213.4638671875
2777088,2256,100.0,-9996.10352484,339,1230,3380,0.16335638090968133,0.0036095944,0.06156005859375,0.2,0.0003,91271.8125,0.2048114836215973,0.0003954175375838531,0.0,470972.0140625
2785280,2263,100.0,-9921.28453303,340,1230,3390,0.17431449368596078,0.0032003666,0.04267578125,0.2,0.0003,90010.9375,0.20217372477054596,0.0008327743888003169,-1.1920928955078125e-07,459608.9168945312
2793472,2269,100.0,-9981.199710679999,341,1230,3400,0.18120107166469096,0.0039658193,0.039794921875,0.2,0.0003,88742.703125,0.20155473053455353,0.0009562149447447154,0.0,446994.0470703125
2801664,2276,100.0,-10009.291497589998,342,1230,3410,0.1817708346992731,0.0044176225,0.0552490234375,0.2,0.0003,87864.6640625,0.2014411985874176,0.000531466701431782,0.0,455582.8719726562
2809856,2282,100.0,-10143.25162448,343,1230,3420,0.1848903488367796,0.003998868,0.04166259765625,0.2,0.0003,89616.5625,0.2006344348192215,0.0007162201523897238,0.0,460960.3565429688
2818048,2289,100.0,-10192.132235989999,344,1231,3430,0.18724206537008287,0.0027496289,0.05362548828125,0.2,0.0003,96252.640625,0.20080366730690002,0.000503391852544155,0.0,482200.24384765624
2826240,2295,100.0,-10055.03965414,345,1231,3440,0.1884192407131195,0.0057510026,0.05032958984375,0.2,0.0003,92466.796875,0.19996324181556702,0.0003250670873967465,0.0,484399.84296875
2834432,2302,100.0,-9967.882876119998,346,1231,3450,0.19298147298395635,0.0036801042,0.05416259765625,0.2,0.0003,86288.5,0.1989937424659729,0.0008009668599697761,0.0,455809.6994140625
2842624,2308,100.0,-9874.80512103,347,1231,3460,0.19051303043961526,0.006172076,0.04796142578125,0.2,0.0003,88696.0390625,0.20041808485984802,0.0001875833622762002,0.0,449987.4034179688
2850816,2315,100.0,-9916.72577155,348,1231,3470,0.19469107799232005,0.0042218836,0.0584716796875,0.2,0.0003,87377.953125,0.19817569851875305,-0.00041287455132987816,0.0,436699.0587890625
2859008,2321,100.0,-9876.35404187,349,1231,3480,0.20543665960431098,0.0030441533,0.0588134765625,0.2,0.0003,89057.171875,0.19627219438552856,0.00047169320823741144,1.1920928955078125e-07,446194.7580078125
2867200,2328,100.0,-9861.97752341,350,1231,3490,0.21590725667774677,0.004150782,0.05830078125,0.2,0.0003,82511.8046875,0.19403305649757385,-0.00010593909137242008,0.0,437538.5958984375
2875392,2334,100.0,-9890.8764665,351,1231,3500,0.23112078085541726,0.005415349,0.05477294921875,0.2,0.0003,88633.8046875,0.19051264226436615,0.0005084296706627355,0.0,435980.6287109375
2883584,2341,100.0,-9889.05980058,352,1231,3510,0.23993970230221748,0.004414986,0.05609130859375,0.2,0.0003,87958.7421875,0.19022704660892487,4.1282775055151435e-05,0.0,440549.7725585938
2891776,2347,100.0,-9827.348822509999,353,1231,3520,0.23792753480374812,0.0067106136,0.0443603515625,0.2,0.0003,85696.9921875,0.19138549268245697,0.0012559240618429612,-1.1920928955078125e-07,437494.86884765624
2899968,2353,100.0,-9758.623279489999,354,1231,3530,0.2412962544709444,0.0062379492,0.0608642578125,0.2,0.0003,80277.9296875,0.18915346264839172,-0.0003745354602870066,0.0,428028.94140625
2908160,2360,100.0,-9779.62679863,355,1232,3540,0.25255810655653477,0.0045187613,0.05445556640625,0.2,0.0003,81323.234375,0.18680933117866516,0.0006892708923260215,0.0,419287.259765625
2916352,2366,100.0,-9817.31130864,356,1232,3550,0.26153756082057955,0.0052893297,0.05546875,0.2,0.0003,83777.84375,0.18598783016204834,0.00017602645129954908,0.0,423455.414453125
2924544,2373,100.0,-9865.76915398,357,1232,3560,0.26663204543292524,0.0032792774,0.05279541015625,0.2,0.0003,86642.0,0.18453514575958252,0.00047408197933691555,0.0,427205.3173828125
2932736,2379,100.0,-9879.260738699999,358,1232,3570,0.27452065907418727,0.004385786,0.055712890625,0.2,0.0003,83641.8671875,0.18358123302459717,0.0008281973110570107,0.0,432612.3732421875
2940928,2386,100.0,-9866.808527300002,359,1232,3580,0.2844438306987286,0.0143933445,0.0636474609375,0.2,0.0003,83312.4375,0.1806720793247223,0.0012140182923758402,1.1920928955078125e-07,432959.72236328124
2949120,2392,100.0,-9928.58175249,360,1232,3590,0.2978345464915037,0.004008198,0.05489501953125,0.2,0.0003,85351.140625,0.17890706658363342,0.0010591268212010619,0.0,429263.6749023438
2957312,2399,100.0,-10163.35566967,361,1232,3600,0.30376233980059625,0.005229324,0.07022705078125,0.2,0.0003,86160.9453125,0.1786031872034073,0.0002698543954466004,0.0,437681.560546875
2965504,2405,100.0,-10074.58656282,362,1232,3610,0.3047218795865774,0.0032029708,0.06500244140625,0.2,0.0003,93575.2109375,0.1782706081867218,0.0019517671094945398,0.0,473405.5560546875
2973696,2412,100.0,-10286.624289370002,363,1232,3620,0.3142695602029562,0.0042080977,0.0495849609375,0.2,0.0003,89485.140625,0.1753523051738739,0.0012057820818881736,0.0,449212.25166015624
2981888,2418,100.0,-10521.94685876,364,1232,3630,0.32397146448493,0.004147809,0.05010986328125,0.2,0.0003,97724.0,0.17470678687095642,0.0006643561187956948,0.0,490505.2247070313
2990080,2425,100.0,-10187.058194590001,365,1232,3640,0.31897480636835096,0.0054998207,0.05406494140625,0.2,0.0003,98735.5,0.17655381560325623,0.0007819577120244503,5.960464477539063e-08,516169.879296875
2998272,2431,100.0,-10123.417774470001,366,1232,3650,0.32102998457849025,0.0033785142,0.06490478515625,0.2,0.0003,92122.4140625,0.1746577024459839,0.0016958268042799318,0.0,463371.3311523438
3006464,2438,100.0,-10047.93769112,367,1233,3660,0.33202353678643703,0.005303975,0.05740966796875,0.2,0.0003,91961.7578125,0.17292776703834534,0.0019156363778165542,1.1920928955078125e-07,460976.84619140625
3014656,2444,100.0,-9930.445880730002,368,1233,3670,0.34181814417243006,0.0041293725,0.064892578125,0.2,0.0003,89696.1484375,0.17127758264541626,0.001134320663913968,0.0,447374.462109375
3022848,2451,100.0,-9967.964459019999,369,1233,3680,0.34483401067554953,0.0044410527,0.0664794921875,0.2,0.0003,83020.7578125,0.17176379263401031,0.0009476341223489726,0.0,429272.9267578125
3031040,2457,100.0,-9898.705269560001,370,1233,3690,0.3386622752994299,0.0047505684,0.06878662109375,0.2,0.0003,91615.5546875,0.1730601042509079,-0.00042301221983507273,0.0,443699.367578125
3039232,2464,100.0,-9953.01196069,371,1233,3700,0.3368222251534462,0.00450595,0.05660400390625,0.2,0.0003,84108.875,0.1722015142440796,0.0010302078360837185,0.0,426115.6443359375
3047424,2470,100.0,-9963.87391884,372,1233,3710,0.3436936751008034,0.0031858855,0.05391845703125,0.2,0.0003,85255.59375,0.1710083782672882,0.0009772351091669406,-1.1920928955078125e-07,433232.0499023438
3055616,2477,100.0,-10033.965273109998,373,1233,3720,0.35646508298814295,0.004003062,0.0646728515625,0.2,0.0003,87677.1796875,0.16813309490680695,0.0015395883601740934,0.0,434060.27880859375
3063808,2483,100.0,-10061.7015862,374,1233,3730,0.36640466265380384,0.006115039,0.0729736328125,0.2,0.0003,87706.9296875,0.16754589974880219,0.002563973304859246,5.960464477539063e-08,448380.8203125
3072000,2490,100.0,-9973.1997728,375,1233,3740,0.3777784053236246,0.005347103,0.06739501953125,0.2,0.0003,83058.2734375,0.16453909873962402,0.0012114397097320762,1.1920928955078125e-07,438591.891015625
3080192,2496,100.0,-10050.489529819999,376,1233,3750,0.38423841148614885,0.0047110654,0.061767578125,0.2,0.0003,86024.640625,0.16499657928943634,0.0007658119480765891,0.0,434582.54423828126
3088384,2503,100.0,-10226.35330227,377,1233,3760,0.39365037688985466,0.0039520627,0.05081787109375,0.2,0.0003,88802.6796875,0.16189084947109222,0.0009114720931393094,0.0,444178.8143554687
3096576,2509,100.0,-10381.776669080002,378,1233,3770,0.4053255866281688,0.004286931,0.059765625,0.2,0.0003,92845.46875,0.16085945069789886,0.0006744820444509969,0.0,469013.1641601563
3104768,2515,100.0,-10291.818328489999,379,1234,3780,0.4129442890174687,0.0057270303,0.07794189453125,0.2,0.0003,92249.578125,0.15955482423305511,0.0007898252413724549,-2.384185791015625e-07,482377.10078125
3112960,2522,100.0,-10187.333651339999,380,1234,3790,0.42591640911996365,0.008882882,0.0547119140625,0.2,0.0003,90482.40625,0.1568690836429596,-6.395445489033591e-05,0.0,466497.74248046876
3121152,2528,100.0,-10147.901939869998,381,1234,3800,0.4432443699799478,0.01026824,0.0839599609375,0.2,0.0003,91175.9296875,0.15400265157222748,0.000892283565553953,0.0,453297.3377929687
3129344,2535,100.0,-10166.52915136,382,1234,3810,0.44691942622885106,0.0035815537,0.06558837890625,0.2,0.0003,88777.9296875,0.15515471994876862,0.0009062810488103424,0.0,451733.465234375
3137536,2541,100.0,-10162.623487179997,383,1234,3820,0.4431552909314632,0.008226318,0.087353515625,0.2,0.0003,85655.6328125,0.155544251203537,0.002660234233917436,0.0,452961.48681640625
3145728,2548,100.0,-9953.89543535,384,1234,3830,0.4419406157918274,0.0068224347,0.07005615234375,0.2,0.0003,86512.390625,0.15527701377868652,0.0011480968260002555,0.0,451479.258203125
3153920,2554,100.0,-10023.278776750001,385,1234,3840,0.4434952697716653,0.0037292165,0.06669921875,0.2,0.0003,80511.09375,0.15528254210948944,0.0014305822838650783,1.1920928955078125e-07,422540.59638671874
3162112,2561,100.0,-10194.05910899,386,1234,3850,0.44444800866767764,0.0038099354,0.06695556640625,0.2,0.0003,83994.5625,0.1551387757062912,0.002489355888974387,1.1920928955078125e-07,435691.30712890625
3170304,2567,100.0,-9959.54991179,387,1234,3860,0.442729861009866,0.010145288,0.06630859375,0.2,0.0003,88123.140625,0.15529760718345642,0.0018701425287872553,0.0,456429.4356445313
3178496,2574,100.0,-9845.641761359999,388,1234,3870,0.44843908129259946,0.0052378834,0.06605224609375,0.2,0.0003,80884.5703125,0.15369504690170288,0.0011982404492300702,1.1920928955078125e-07,417641.518359375
3186688,2580,100.0,-9825.748330180002,389,1234,3880,0.4579811481758952,0.0043031997,0.0576171875,0.2,0.0003,77660.6015625,0.1524112969636917,0.0014095362879743335,1.1920928955078125e-07,410112.9178710937
3194880,2587,100.0,-9857.24448259,390,1234,3890,0.46272087246179583,0.0050179176,0.0781494140625,0.2,0.0003,80604.828125,0.1523270159959793,0.0024627045866509436,0.0,404312.7275390625
3203072,2593,100.0,-9924.61412978,391,1234,3900,0.461518341768533,0.0057815956,0.0808837890625,0.2,0.0003,78600.5234375,0.15263961255550385,0.001871418344671838,0.0,410471.929296875
3211264,2600,100.0,-9976.30600413,392,1234,3910,0.4700705657713115,0.0076885736,0.07708740234375,0.2,0.0003,82653.96875,0.15013347566127777,0.001312901246274123,0.0,419842.8140625
3219456,2606,100.0,-9911.127376659999,393,1235,3920,0.48447360210120677,0.0026016142,0.06859130859375,0.2,0.0003,82512.6015625,0.14830094575881958,0.0015111409018572885,0.0,422187.51494140626
3227648,2613,100.0,-9926.650272360002,394,1235,3930,0.491822206415236,0.0064334795,0.06617431640625,0.2,0.0003,81531.7265625,0.1478165090084076,0.001331684196338756,0.0,413504.56298828125
3235840,2619,100.0,-9927.26464666,395,1235,3940,0.4904941263608634,0.0052282843,0.06593017578125,0.2,0.0003,79758.1953125,0.1487720012664795,0.001928629782560165,0.0,413358.2586914062
3244032,2626,100.0,-10033.040011919999,396,1235,3950,0.49432631898671386,0.008050673,0.08077392578125,0.2,0.0003,80104.234375,0.14651061594486237,0.001294659758968919,0.0,413136.9384765625
3252224,2632,100.0,-10073.120406339998,397,1235,3960,0.5108248442411423,0.005913413,0.07403564453125,0.2,0.0003,85697.96875,0.14406588673591614,0.0007137876709748525,0.0,425312.543359375
3260416,2639,100.0,-10013.72902558,398,1235,3970,0.5186747869476676,0.0028740927,0.0745849609375,0.2,0.0003,88217.3828125,0.14390908181667328,0.001827676685206825,0.0,433338.95478515624
3268608,2645,100.0,-9837.779949840002,399,1235,3980,0.5195616262033582,0.0063789273,0.07357177734375,0.2,0.0003,81497.03125,0.14371947944164276,0.00138291769544594,0.0,418535.7959960938
3276800,2652,100.0,-9857.043487269999,400,1235,3990,0.5243408339098096,0.00741045,0.080712890625,0.2,0.0003,77056.4375,0.14278946816921234,0.001074509792670142,0.0,397146.0545898437
3284992,2658,100.0,-9824.677420469998,401,1235,4000,0.5342500595375895,0.0052376008,0.06993408203125,0.2,0.0003,80017.703125,0.14097854495048523,0.00201086008164566,0.0,405142.57978515624
3293184,2665,100.0,-9762.169098670001,402,1235,4010,0.5450295213609934,0.0049118493,0.0679443359375,0.2,0.0003,78075.203125,0.13975706696510315,0.0007918807750684209,0.0,396986.35029296874
3301376,2671,100.0,-9787.57987912,403,1235,4020,0.551892464980483,0.0058329413,0.0630126953125,0.2,0.0003,78336.046875,0.13900026679039001,0.0018808703738613986,0.0,389040.6063476562
