time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,train/n_updates,train/entropy_loss,train/approx_kl,train/clip_fraction,train/clip_range,train/learning_rate,train/loss,train/std,train/policy_gradient_loss,train/explained_variance,train/value_loss
1048576,864,100.0,-10215.95796613,128,1213,1270,-0.8451233064755798,0.0013549189,0.00435791015625,0.2,0.0003,125949.7578125,0.5603801608085632,-0.00019779824287979864,0.0,655933.9826171875
1056768,870,100.0,-10219.7910116,129,1213,1280,-0.8338453007861972,0.0014975751,0.0077392578125,0.2,0.0003,128995.984375,0.5542324781417847,-0.0005174908506887732,0.0,658625.5013671875
1064960,877,100.0,-10231.475909429999,130,1213,1290,-0.8199813826009631,0.0038898275,0.02615966796875,0.2,0.0003,126427.984375,0.5465044975280762,-0.0017575822879734916,5.960464477539063e-08,657035.8158203125
1073152,883,100.0,-10266.756742040001,131,1214,1300,-0.8133125841617584,0.0017099131,0.004638671875,0.2,0.0003,130955.2109375,0.5448869466781616,-8.566899778088555e-05,0.0,658294.78359375
1081344,890,100.0,-10220.438994740001,132,1214,1310,-0.8106436813250184,0.0033724797,0.014453125,0.2,0.0003,126550.78125,0.5436428189277649,-0.0009353662426292431,0.0,662328.2986328125
1089536,897,100.0,-10180.288619859999,133,1214,1320,-0.8060240937396884,0.002312503,0.0127685546875,0.2,0.0003,128461.1640625,0.5401493310928345,-0.0003177536782459356,0.0,652287.7474609375
1097728,903,100.0,-10109.94417492,134,1214,1330,-0.7976140219718217,0.0030438085,0.0210205078125,0.2,0.0003,133851.578125,0.5349843502044678,-0.001203433224145556,0.0,646164.9298828125
1105920,910,100.0,-10127.60220429,135,1214,1340,-0.7907533887773752,0.0015511857,0.0030029296875,0.2,0.0003,123452.546875,0.5317360162734985,-2.2922286007087678e-06,0.0,635506.990625
1114112,917,100.0,-10119.64963755,136,1214,1350,-0.7741825478151441,0.0010212567,0.00537109375,0.2,0.0003,127237.796875,0.5183799266815186,-0.0005858016127604059,0.0,640193.32734375
1122304,923,100.0,-10122.72100666,137,1215,1360,-0.759736773185432,0.0015738653,0.00533447265625,0.2,0.0003,125917.40625,0.5167129039764404,-0.0002719587722822325,0.0,637378.6765625
1130496,930,100.0,-10143.186492699999,138,1215,1370,-0.76257975846529,0.0006910078,0.0062255859375,0.2,0.0003,124061.34375,0.5208825469017029,-0.00023913422191981226,0.0,636008.853515625
1138688,936,100.0,-10153.55305036,139,1215,1380,-0.7716564368456602,0.0015577793,0.00977783203125,0.2,0.0003,125451.25,0.5250385999679565,-0.0007649465773283737,-1.1920928955078125e-07,639594.9783203125
1146880,943,100.0,-10173.222637089999,140,1215,1390,-0.7707018172368407,0.0035101916,0.0157470703125,0.2,0.0003,125208.21875,0.5215583443641663,-0.0012975830912182573,-1.1920928955078125e-07,638985.7529296875
1155072,950,100.0,-10155.24956118,141,1215,1400,-0.7568393053486944,0.0016509137,0.00396728515625,0.2,0.0003,121880.703125,0.5108703374862671,-0.0003522410523146391,0.0,642100.8068359375
1163264,956,100.0,-10207.8754885,142,1215,1410,-0.74415338113904,0.0032055182,0.02093505859375,0.2,0.0003,126876.921875,0.5083233714103699,-0.001345770605985308,0.0,636959.5330078125
1171456,963,100.0,-10277.64833678,143,1215,1420,-0.7384903602302074,0.003017703,0.01595458984375,0.2,0.0003,124666.09375,0.504584789276123,-0.001126020186347887,-1.1920928955078125e-07,645202.8953125
1179648,970,100.0,-10261.01029939,144,1216,1430,-0.7345733905211091,0.0024193865,0.00787353515625,0.2,0.0003,127754.1171875,0.5039640069007874,-0.0003853842390526552,0.0,655257.7556640625
1187840,976,100.0,-10208.901575839998,145,1216,1440,-0.7307182855904102,0.001669306,0.01380615234375,0.2,0.0003,129777.390625,0.5023012161254883,-0.0006219732968020253,-1.1920928955078125e-07,650892.9685546875
1196032,983,100.0,-10204.29801745,146,1216,1450,-0.7212205566465855,0.0033407472,0.01483154296875,0.2,0.0003,125105.84375,0.4942176043987274,-0.0008210336971387732,0.0,639423.3873046875
1204224,989,100.0,-10263.45089444,147,1216,1460,-0.7096184270456434,0.00363645,0.026123046875,0.2,0.0003,125686.3828125,0.4900481104850769,-0.001555961475969525,0.0,641165.4162109375
1212416,996,100.0,-10285.269280929999,148,1216,1470,-0.7038551915436984,0.0012425848,0.01700439453125,0.2,0.0003,128825.5859375,0.48815250396728516,-0.0008470991691865492,0.0,648637.778515625
1220608,1003,100.0,-10337.0800117,149,1216,1480,-0.7011615781113505,0.0021560718,0.0116943359375,0.2,0.0003,128998.703125,0.4873402416706085,-0.0003565739909390686,0.0,652558.43359375
1228800,1009,100.0,-10309.49855705,150,1216,1490,-0.6983166329562664,0.003287801,0.015771484375,0.2,0.0003,132500.1875,0.48619335889816284,-0.0007537462610343937,0.0,660552.2732421875
1236992,1016,100.0,-10323.732915519999,151,1216,1500,-0.6930090799927712,0.0031332972,0.01708984375,0.2,0.0003,127931.5078125,0.4819954037666321,-0.0014108409413893241,0.0,650555.1443359375
1245184,1023,100.0,-10302.79164325,152,1217,1510,-0.6889007339254022,0.0006571037,0.00665283203125,0.2,0.0003,126881.6171875,0.4820950925350189,0.0002279359396197833,0.0,655637.5001953125
1253376,1029,100.0,-10265.73090857,153,1217,1520,-0.6807245621457696,0.0024679864,0.015234375,0.2,0.0003,128275.71875,0.47459059953689575,-0.0005657380250340793,0.0,649287.50390625
1261568,1036,100.0,-10208.94669252,154,1217,1530,-0.6664913602173328,0.0016437763,0.00770263671875,0.2,0.0003,122773.2578125,0.46889129281044006,-0.00018684349488466977,0.0,642855.9064453125
1269760,1042,100.0,-10235.06817103,155,1217,1540,-0.6560527743771672,0.0041258996,0.0119873046875,0.2,0.0003,126701.1484375,0.46482184529304504,-0.00013579205333371646,0.0,634603.9740234375
1277952,1049,100.0,-10273.47858254,156,1217,1550,-0.6531925609335303,0.0017622974,0.00810546875,0.2,0.0003,122875.1875,0.46482014656066895,8.478060772176832e-06,0.0,636752.862109375
1286144,1056,100.0,-10236.26247429,157,1217,1560,-0.6499387111514807,0.0030147552,0.02689208984375,0.2,0.0003,124178.4921875,0.4620828330516815,-0.0013696670524950606,0.0,641792.166015625
1294336,1062,100.0,-10220.31305065,158,1217,1570,-0.638805415853858,0.0034009488,0.0125,0.2,0.0003,126623.7734375,0.4550216794013977,-0.00044779189956898333,0.0,634216.641796875
1302528,1069,100.0,-10186.905287959999,159,1217,1580,-0.628559154458344,0.0031393664,0.01771240234375,0.2,0.0003,124579.5234375,0.4528888463973999,-0.0007586053900013213,0.0,632611.91875
1310720,1076,100.0,-10144.31463673,160,1218,1590,-0.6239287568256259,0.0016946879,0.00701904296875,0.2,0.0003,126140.078125,0.44983604550361633,-0.00013748953151662135,0.0,624672.61484375
1318912,1082,100.0,-10166.234202610001,161,1218,1600,-0.6207193728536368,0.00399757,0.02735595703125,0.2,0.0003,121189.78125,0.4506228566169739,-0.0009754613718541804,0.0,618124.9025390625
1327104,1089,100.0,-10159.96292574,162,1218,1610,-0.6154761964455246,0.0020104619,0.00716552734375,0.2,0.0003,121467.8125,0.445220947265625,0.00010630742035573348,1.7881393432617188e-07,624474.8755859375
1335296,1095,100.0,-10181.12550223,163,1218,1620,-0.6057180959731341,0.0029982415,0.02225341796875,0.2,0.0003,123993.515625,0.44167810678482056,-0.0012011856350000016,0.0,619681.1037109375
1343488,1102,100.0,-10211.00346145,164,1218,1630,-0.5934278899803758,0.002837211,0.0134033203125,0.2,0.0003,119207.4140625,0.4349749684333801,-0.0006287266789513524,5.960464477539063e-08,625217.39609375
1351680,1109,100.0,-10185.23896854,165,1218,1640,-0.5841599613428116,0.0029524828,0.010791015625,0.2,0.0003,121668.2421875,0.4327806532382965,-0.00029980046601849606,0.0,628627.35859375
1359872,1115,100.0,-10237.1208087,166,1218,1650,-0.5825784247368574,0.0006104023,0.01376953125,0.2,0.0003,125358.8125,0.43338677287101746,-0.0004189673261862481,0.0,621506.7275390625
1368064,1122,100.0,-10272.87178656,167,1218,1660,-0.5844374373555183,0.0013547542,0.00679931640625,0.2,0.0003,124180.3515625,0.4345606565475464,0.0003003208119480405,0.0,630701.94765625
1376256,1129,100.0,-10177.89844373,168,1218,1670,-0.5797222130000591,0.0032895803,0.02354736328125,0.2,0.0003,126445.2734375,0.4303067922592163,-0.0012544503901153804,0.0,635203.2744140625
1384448,1136,100.0,-10220.73162022,169,1218,1680,-0.5723331330344081,0.0028932763,0.022509765625,0.2,0.0003,121888.4375,0.4277074337005615,-0.0013241098688013154,0.0,615037.0138671875
1392640,1143,100.0,-10278.00389728,170,1217,1690,-0.567162293754518,0.0031746374,0.0125732421875,0.2,0.0003,127200.5390625,0.4263261556625366,-0.0005059216506197117,0.0,625514.592578125
1400832,1150,100.0,-10259.2162852,171,1217,1700,-0.5686435982584953,0.00186085,0.0103759765625,0.2,0.0003,123250.4609375,0.4286896586418152,-8.567260374547914e-05,0.0,633268.65
1409024,1157,100.0,-10216.59032902,172,1217,1710,-0.564074563793838,0.0022504795,0.0135986328125,0.2,0.0003,125515.5078125,0.4226326048374176,-0.0004893557161267381,0.0,626567.270703125
1417216,1164,100.0,-10208.86243886,173,1216,1720,-0.5556427624076605,0.0022396198,0.0132568359375,0.2,0.0003,120657.15625,0.4203933775424957,-0.00034207094067824074,-1.1920928955078125e-07,618226.7732421875
1425408,1171,100.0,-10224.81029699,174,1216,1730,-0.5491876114159823,0.0025005369,0.01806640625,0.2,0.0003,125700.6875,0.4176534414291382,-0.0009468519245274365,0.0,618052.6240234375
1433600,1178,100.0,-10158.027907750002,175,1216,1740,-0.5431713623926043,0.000692391,0.01531982421875,0.2,0.0003,119942.21875,0.4155784845352173,-0.0003680780511785997,0.0,620344.08984375
1441792,1185,100.0,-10183.95468289,176,1216,1750,-0.5386967035010457,0.0012130118,0.00484619140625,0.2,0.0003,119800.5546875,0.4137614071369171,-0.00010905859198828693,0.0,609306.4736328125
1449984,1192,100.0,-10168.00105007,177,1215,1760,-0.5311292069032788,0.0021478217,0.021044921875,0.2,0.0003,119884.921875,0.4092244803905487,-0.0009643700515880483,-1.1920928955078125e-07,613424.098828125
1458176,1199,100.0,-10165.293986390001,178,1215,1770,-0.5199117993935942,0.0023194714,0.01671142578125,0.2,0.0003,120732.9609375,0.4053133428096771,-0.0011599664998357185,0.0,609068.9025390625
1466368,1206,100.0,-10174.880900420001,179,1215,1780,-0.5163590189069509,0.0019028968,0.016845703125,0.2,0.0003,122961.8125,0.40568631887435913,-0.000614575071449508,0.0,606731.982421875
1474560,1213,100.0,-10170.85452239,180,1215,1790,-0.5114605735987425,0.0009415221,0.0025146484375,0.2,0.0003,119758.4609375,0.4015924334526062,6.932428950676695e-05,0.0,607129.251953125
1482752,1220,100.0,-10164.194786560001,181,1214,1800,-0.5027098458260297,0.0025753337,0.019921875,0.2,0.0003,119007.4375,0.3989037275314331,-0.0010277400633640354,0.0,605891.875
1490944,1227,100.0,-10122.581358309999,182,1214,1810,-0.4955257983878255,0.003061047,0.01971435546875,0.2,0.0003,118202.6484375,0.39597398042678833,-0.0007762953209748957,0.0,605327.3150390625
1499136,1234,100.0,-10126.38086859,183,1214,1820,-0.4863336246460676,0.001380853,0.00850830078125,0.2,0.0003,115458.734375,0.3911702632904053,-0.0001578275543579366,0.0,597485.1802734375
1507328,1241,100.0,-10121.62913848,184,1214,1830,-0.48100464753806593,0.0015410255,0.0166259765625,0.2,0.0003,111441.171875,0.39220619201660156,-0.0004814620486286003,0.0,597266.663671875
1515520,1248,100.0,-10140.454903310001,185,1214,1840,-0.47568382434546946,0.002709291,0.01326904296875,0.2,0.0003,118859.2265625,0.3871729373931885,-0.00034160404720751103,0.0,595639.378515625
1523712,1255,100.0,-10151.15364581,186,1213,1850,-0.4713461646810174,0.0031433199,0.02025146484375,0.2,0.0003,120870.859375,0.3884080648422241,-0.0015135504265344935,0.0,600365.359375
1531904,1262,100.0,-10211.482926409999,187,1213,1860,-0.46732453219592573,0.0019098372,0.02860107421875,0.2,0.0003,116307.3515625,0.3846299350261688,-0.0020234185467415955,0.0,599962.0779296875
1540096,1269,100.0,-10282.665714129998,188,1213,1870,-0.4557516500353813,0.0032266036,0.01986083984375,0.2,0.0003,119041.4609375,0.3795029819011688,-0.0012658166317123687,0.0,611072.5423828125
1548288,1276,100.0,-10341.3544878,189,1213,1880,-0.44269603714346883,0.0021745814,0.020166015625,0.2,0.0003,122739.9140625,0.37424635887145996,-0.0006467995997809339,0.0,619931.146875
1556480,1283,100.0,-10458.680684680001,190,1213,1890,-0.4382575952447951,0.0016381879,0.0107666015625,0.2,0.0003,125298.71875,0.37597277760505676,-8.626356939203105e-05,0.0,626263.3125
1564672,1289,100.0,-10395.4835154,191,1213,1900,-0.43622151520103214,0.0047588246,0.04193115234375,0.2,0.0003,126832.5859375,0.37279370427131653,-0.0020725319871417016,0.0,643324.898046875
1572864,1296,100.0,-10273.81747396,192,1212,1910,-0.43240942135453225,0.0027973687,0.0291259765625,0.2,0.0003,122683.296875,0.3729884624481201,-0.0006624815778195625,0.0,629191.7796875
1581056,1303,100.0,-10225.53522399,193,1212,1920,-0.43068350460380317,0.0026774993,0.01697998046875,0.2,0.0003,116222.765625,0.37088072299957275,-6.413343689928296e-05,0.0,608061.56484375
1589248,1310,100.0,-10192.01018771,194,1212,1930,-0.4297524718567729,0.0010818699,0.01048583984375,0.2,0.0003,118400.5,0.3725759983062744,-6.230598919501062e-05,-1.1920928955078125e-07,602988.859375
1597440,1317,100.0,-10220.23347544,195,1212,1940,-0.43041324950754645,0.0025173277,0.0154052734375,0.2,0.0003,117399.1171875,0.37104955315589905,-0.0005775120262114797,0.0,599891.601953125
1605632,1324,100.0,-10118.338273669999,196,1212,1950,-0.4269156613387167,0.0023369333,0.01221923828125,0.2,0.0003,118844.34375,0.370511531829834,-0.0001510727721324656,0.0,601530.487109375
1613824,1331,100.0,-10121.73681667,197,1212,1960,-0.4265379559248686,0.0042580552,0.02232666015625,0.2,0.0003,110961.3125,0.37127843499183655,-0.0005855483133927919,0.0,582240.183203125
1622016,1338,100.0,-10106.9694304,198,1212,1970,-0.4229025733657181,0.002691133,0.0137939453125,0.2,0.0003,119963.0,0.36782920360565186,-0.0005433976859421819,0.0,587728.8890625
1630208,1345,100.0,-10112.515295019999,199,1212,1980,-0.4147051417268813,0.0018716082,0.01444091796875,0.2,0.0003,114309.8828125,0.3650546967983246,-0.00018944315670523792,0.0,582213.5279296875
1638400,1351,100.0,-10150.845584179999,200,1211,1990,-0.41228603627532723,0.0018943086,0.01641845703125,0.2,0.0003,112221.5625,0.3656729459762573,-0.0005282902871840634,0.0,584507.3431640625
1646592,1358,100.0,-10123.387783139999,201,1211,2000,-0.4138663557358086,0.0015693196,0.01402587890625,0.2,0.0003,115590.7421875,0.36574655771255493,-0.000440420172890299,0.0,588708.2859375
1654784,1365,100.0,-10172.508194190003,202,1211,2010,-0.4182668024674058,0.0019736383,0.018701171875,0.2,0.0003,115881.015625,0.36951136589050293,-0.0009246509693184634,0.0,584415.7671875
1662976,1372,100.0,-10238.53308643,203,1211,2020,-0.4236144877970219,0.0028086193,0.0314208984375,0.2,0.0003,113091.90625,0.3698449730873108,-0.0014267308033595327,0.0,592737.3154296875
1671168,1379,100.0,-10211.96385477,204,1211,2030,-0.4244661252014339,0.0015322247,0.00548095703125,0.2,0.0003,119912.90625,0.36968597769737244,0.0003122323723800946,0.0,600346.6173828125
1679360,1386,100.0,-10256.175216099999,205,1211,2040,-0.42492977464571596,0.0016254834,0.006689453125,0.2,0.0003,116564.40625,0.37043845653533936,0.0001555295799334999,0.0,593192.3208984375
1687552,1392,100.0,-10290.54217043,206,1211,2050,-0.42213729182258247,0.0021412505,0.01116943359375,0.2,0.0003,115283.7265625,0.3678448796272278,0.0004118946322705597,-1.1920928955078125e-07,597944.35234375
1695744,1399,100.0,-10196.41220929,207,1211,2060,-0.41719515193253753,0.002995026,0.01820068359375,0.2,0.0003,120549.640625,0.3666839301586151,-0.000377202662275522,0.0,603667.487890625
1703936,1406,100.0,-10124.63328334,208,1211,2070,-0.4088361594825983,0.001990662,0.01573486328125,0.2,0.0003,117910.78125,0.36234867572784424,-0.0008673312471728422,-1.1920928955078125e-07,583290.898046875
1712128,1413,100.0,-10013.779088809997,209,1211,2080,-0.39970167269930246,0.003051903,0.02415771484375,0.2,0.0003,113217.0546875,0.36023855209350586,-0.00047014646297611763,0.0,574246.2220703125
1720320,1420,100.0,-10012.37052368,210,1211,2090,-0.39072654098272325,0.0032051113,0.0231689453125,0.2,0.0003,108583.890625,0.3556530475616455,-0.001605286285484908,0.0,560829.2455078125
1728512,1427,100.0,-10003.872509109999,211,1211,2100,-0.3809394344687462,0.00295585,0.01815185546875,0.2,0.0003,107891.4765625,0.35304495692253113,-0.0003566466893971665,-1.1920928955078125e-07,561748.9919921875
1736704,1433,100.0,-9953.97988148,212,1211,2110,-0.377419863268733,0.0015335116,0.01392822265625,0.2,0.0003,111187.7890625,0.3532848060131073,0.00014846517151454464,0.0,559453.7290039062
1744896,1440,100.0,-9979.96149802,213,1211,2120,-0.3716289963573217,0.0025426592,0.02003173828125,0.2,0.0003,107076.375,0.3488982021808624,-0.00046822990734654015,0.0,551787.9422851562
1753088,1447,100.0,-9979.672525490001,214,1211,2130,-0.36385811045765876,0.0028179474,0.019482421875,0.2,0.0003,112166.515625,0.347789466381073,-0.0004900061350781471,5.960464477539063e-08,557609.5203125
1761280,1454,100.0,-9950.417308609998,215,1211,2140,-0.3588044811040163,0.0036927606,0.0265869140625,0.2,0.0003,106493.5234375,0.3451468348503113,-0.0009525739922537468,0.0,552953.0865234375
1769472,1460,100.0,-9996.76944493,216,1211,2150,-0.35680052191019057,0.0037288712,0.0208740234375,0.2,0.0003,107690.0078125,0.34652256965637207,-0.0003429331078223186,0.0,547606.0283203125
1777664,1467,100.0,-10004.108050499999,217,1211,2160,-0.35842935666441916,0.001571471,0.0099365234375,0.2,0.0003,109624.84375,0.3460197448730469,5.959518748568371e-05,0.0,558387.7732421875
1785856,1473,100.0,-9944.133429779999,218,1211,2170,-0.3544195134192705,0.002189012,0.0115478515625,0.2,0.0003,108678.9921875,0.3439633250236511,-0.00015932601017993876,0.0,553691.1458984375
1794048,1480,100.0,-9956.18384032,219,1212,2180,-0.35295988582074644,0.001795525,0.01212158203125,0.2,0.0003,109376.6953125,0.34467941522598267,-8.237777274189284e-05,0.0,546841.0150390625
1802240,1486,100.0,-10062.24372399,220,1212,2190,-0.34865059405565263,0.0028246227,0.024169921875,0.2,0.0003,107100.015625,0.341284841299057,-0.0009692404913948849,0.0,545944.3942382813
1810432,1493,100.0,-9995.95707784,221,1212,2200,-0.3471311807632446,0.0013263805,0.0118896484375,0.2,0.0003,111081.703125,0.3429322838783264,0.0007748098621959798,5.960464477539063e-08,563542.1603515625
1818624,1499,100.0,-10034.05372956,222,1212,2210,-0.3492485027760267,0.0023703761,0.0150146484375,0.2,0.0003,109593.703125,0.3432973623275757,-0.00015033454110380262,1.1920928955078125e-07,544689.7380859375
1826816,1506,100.0,-10026.20663659,223,1212,2220,-0.35674255080521106,0.0025717188,0.0177734375,0.2,0.0003,110917.53125,0.3476656675338745,-0.00025640565545472784,0.0,555562.8248046875
1835008,1512,100.0,-10038.80801385,224,1213,2230,-0.36250488422811034,0.0023792102,0.01734619140625,0.2,0.0003,109189.84375,0.3472532033920288,-0.0005668592319125309,-2.384185791015625e-07,553662.2791992187
1843200,1518,100.0,-10100.29373802,225,1213,2240,-0.3597883276641369,0.002379465,0.01705322265625,0.2,0.0003,111098.2109375,0.3459279537200928,2.372300878050737e-05,0.0,555126.8311523438
1851392,1525,100.0,-10124.44188494,226,1213,2250,-0.35307240560650827,0.0016432173,0.0128662109375,0.2,0.0003,111367.625,0.34310612082481384,0.00015829352341825142,-1.1920928955078125e-07,564041.9416015625
1859584,1531,100.0,-10050.747749,227,1213,2260,-0.3417749095708132,0.0040367036,0.0215087890625,0.2,0.0003,109605.9921875,0.33819013833999634,-0.001477250653988449,0.0,565859.60078125
1867776,1538,100.0,-10005.291325539998,228,1214,2270,-0.33682097122073174,0.0028903566,0.01949462890625,0.2,0.0003,106950.640625,0.3394879996776581,-0.0004254330306139309,0.0,546661.0016601563
1875968,1544,100.0,-10056.73215992,229,1214,2280,-0.3353713173419237,0.0025212192,0.026806640625,0.2,0.0003,105407.5078125,0.3377182185649872,-0.0008250772949395469,5.960464477539063e-08,545736.2161132812
1884160,1551,100.0,-9954.363037260002,230,1214,2290,-0.32781089246273043,0.0019772002,0.0139892578125,0.2,0.0003,107470.6796875,0.33389705419540405,-0.00074706905252242,-1.1920928955078125e-07,550876.8326171875
1892352,1557,100.0,-10214.476646699999,231,1214,2300,-0.32074317187070844,0.0030097992,0.023828125,0.2,0.0003,104149.3984375,0.3339478671550751,-0.00037931277911411597,1.7881393432617188e-07,536243.183984375
1900544,1564,100.0,-10375.851149940001,232,1214,2310,-0.32208859771490095,0.0019465035,0.0193359375,0.2,0.0003,114169.6328125,0.3337496519088745,-6.552862905664369e-05,0.0,583527.1791015625
1908736,1570,100.0,-10304.07983275,233,1215,2320,-0.31634407490491867,0.0029770005,0.017578125,0.2,0.0003,121333.09375,0.33059263229370117,-7.422385533573106e-05,5.960464477539063e-08,608550.93671875
1916928,1577,100.0,-10116.181473469998,234,1215,2330,-0.30665172077715397,0.0039038714,0.02520751953125,0.2,0.0003,111251.890625,0.3275827467441559,-0.0010121625000465428,5.960464477539063e-08,581681.233984375
1925120,1583,100.0,-10101.831459379999,235,1215,2340,-0.29767944291234016,0.00286255,0.02125244140625,0.2,0.0003,111937.7734375,0.32453662157058716,-0.0006411452814063523,0.0,556313.5966796875
1933312,1590,100.0,-9965.606424509999,236,1215,2350,-0.29552249759435656,0.003806727,0.03232421875,0.2,0.0003,110005.9375,0.3254288136959076,-0.0002968235356092919,0.0,556859.750390625
1941504,1596,100.0,-9977.13115809,237,1216,2360,-0.2923371512442827,0.001973113,0.02010498046875,0.2,0.0003,102747.859375,0.32313740253448486,-8.005632626009173e-05,0.0,531512.9561523438
1949696,1603,100.0,-9946.65202091,238,1216,2370,-0.2881475180387497,0.0037379677,0.01976318359375,0.2,0.0003,103790.2109375,0.3225041627883911,0.00020359160262160004,0.0,538773.619921875
1957888,1609,100.0,-9923.780277319998,239,1216,2380,-0.28339633606374265,0.0010423105,0.01640625,0.2,0.0003,105101.3359375,0.32017046213150024,0.00046991460185381585,0.0,530225.62578125
1966080,1616,100.0,-10172.292290370002,240,1216,2390,-0.27604208141565323,0.0034683938,0.03668212890625,0.2,0.0003,105391.8125,0.31753456592559814,-0.001193198284454411,0.0,525741.6772460938
1974272,1622,100.0,-10786.568991420001,241,1216,2400,-0.2716246422380209,0.0012324882,0.0187744140625,0.2,0.0003,111766.96875,0.31746089458465576,0.00016517331205250229,0.0,571752.095703125
1982464,1628,100.0,-10689.823791069999,242,1217,2410,-0.274508124217391,0.002622642,0.02630615234375,0.2,0.0003,166294.484375,0.3195611834526062,-0.003875550136945094,0.0,735480.851953125
1990656,1635,100.0,-10156.184561110002,243,1217,2420,-0.27902214266359804,0.002789442,0.03402099609375,0.2,0.0003,145644.109375,0.32057660818099976,-0.0003087629047513474,0.0,710563.6267578125
1998848,1641,100.0,-10520.68231959,244,1217,2430,-0.2776074815541506,0.0022282572,0.01949462890625,0.2,0.0003,119308.0859375,0.3183077275753021,-0.0007006628351518884,0.0,567362.6500976563
2007040,1648,100.0,-10714.556940160002,245,1217,2440,-0.2678764436393976,0.0032033012,0.032763671875,0.2,0.0003,145181.25,0.3146325349807739,-0.0008254186544945696,0.0,682470.605078125
2015232,1654,100.0,-10639.60366961,246,1217,2450,-0.26307998336851596,0.001875028,0.01568603515625,0.2,0.0003,130894.875,0.3147118091583252,0.00038702485398971475,0.0,662556.21796875
2023424,1661,100.0,-11455.436667000002,247,1217,2460,-0.26277988478541375,0.003530991,0.03173828125,0.2,0.0003,129999.1171875,0.3148431181907654,-0.0018760000020847656,5.960464477539063e-08,675500.28046875
2031616,1667,100.0,-11470.619516210001,248,1218,2470,-0.2696673821657896,0.003563044,0.037158203125,0.2,0.0003,168602.578125,0.3185245990753174,-0.0019029038670851151,0.0,856573.41328125
2039808,1674,100.0,-11420.586016870002,249,1218,2480,-0.27583382502198217,0.002726264,0.02230224609375,0.2,0.0003,157897.46875,0.31876885890960693,8.619084710517199e-05,-1.1920928955078125e-07,816074.5162109375
2048000,1680,100.0,-11372.973370709999,250,1218,2490,-0.27083714455366137,0.0045041875,0.03946533203125,0.2,0.0003,172384.859375,0.31605979800224304,0.00023850828229114994,-1.1920928955078125e-07,847573.4525390625
2056192,1687,100.0,-11187.068968130003,251,1218,2500,-0.2670607801526785,0.0023848466,0.02166748046875,0.2,0.0003,151265.78125,0.3158867061138153,-0.0008728817869268823,5.960464477539063e-08,755225.1755859375
2064384,1693,100.0,-10458.2147792,252,1218,2510,-0.26929120160639286,0.002984384,0.02247314453125,0.2,0.0003,168269.421875,0.3174092173576355,-0.0002321277364899288,0.0,802642.834375
2072576,1700,100.0,-10187.23030255,253,1219,2520,-0.27507084161043166,0.0023161937,0.01802978515625,0.2,0.0003,111419.671875,0.31952670216560364,-0.0009400017712323461,0.0,576829.1951171875
2080768,1706,100.0,-10022.69612948,254,1219,2530,-0.2687899149954319,0.0021751416,0.02159423828125,0.2,0.0003,105517.78125,0.31415605545043945,-0.0005970089627226116,0.0,536335.607421875
2088960,1713,100.0,-10152.590199530001,255,1219,2540,-0.2538109615445137,0.0033025427,0.03052978515625,0.2,0.0003,104290.765625,0.30968528985977173,-0.0009846236440353095,0.0,527667.7483398437
2097152,1719,100.0,-10000.66983064,256,1219,2550,-0.24399906396865845,0.0047552013,0.03428955078125,0.2,0.0003,109060.0,0.3078266978263855,-0.0007460501550667686,0.0,552933.32421875
2105344,1725,100.0,-9942.12163165,257,1219,2560,-0.23499235846102237,0.0017287299,0.0121826171875,0.2,0.0003,100610.8515625,0.3049505650997162,0.0004073033302120166,0.0,510134.86376953125
2113536,1732,100.0,-10006.096051620001,258,1219,2570,-0.22387619242072104,0.0027434065,0.03316650390625,0.2,0.0003,100609.25,0.30113521218299866,0.0003200510189344641,0.0,515748.75341796875
2121728,1738,100.0,-9947.90227439,259,1220,2580,-0.21350838132202626,0.0029871238,0.01995849609375,0.2,0.0003,104855.5546875,0.29842042922973633,-0.0001223002931510564,0.0,525887.8520507812
2129920,1745,100.0,-10029.33233707,260,1220,2590,-0.20067313872277737,0.0038330196,0.02874755859375,0.2,0.0003,103518.96875,0.29386165738105774,-0.0008619738058769144,0.0,513729.0731445312
2138112,1751,100.0,-10216.98408133,261,1220,2600,-0.1885471124202013,0.0022004833,0.02442626953125,0.2,0.0003,108958.8828125,0.29140180349349976,-0.0012707498535746709,0.0,528334.1690429688
2146304,1758,100.0,-10064.504199410001,262,1220,2610,-0.18095846548676492,0.0028531742,0.0274169921875,0.2,0.0003,109721.5,0.28847992420196533,-0.0006922833286807873,0.0,560158.508984375
2154496,1764,100.0,-10109.702265180002,263,1220,2620,-0.17284207046031952,0.0035851682,0.030859375,0.2,0.0003,100479.0078125,0.28657758235931396,-0.0002559885546361329,1.1920928955078125e-07,516128.00126953126
2162688,1771,100.0,-9991.16639803,264,1221,2630,-0.1586713556200266,0.0062973415,0.04234619140625,0.2,0.0003,104905.359375,0.2808800935745239,-0.001356971571658505,0.0,540856.6720703125
2170880,1777,100.0,-10026.93585535,265,1221,2640,-0.1485605139285326,0.0024112302,0.0259033203125,0.2,0.0003,101687.0859375,0.2802557945251465,-0.00014871970997774043,1.1920928955078125e-07,509424.1728515625
