step,policy_gradient_loss,value_loss,entropy_loss,total_loss,episodic_reward
344000,-0.00011734887135439465,851324.03125,-1.3790844708681107,168506.203125,
346000,-9.42736342572914e-05,852524.1875,-1.3781444698572158,165711.453125,
348000,-0.00044530972958085614,834462.9296875,-1.3788902431726455,166867.96875,
350000,-0.00016802563053879281,843762.928125,-1.379585188627243,167393.265625,
352000,-0.00018464464046203944,833423.9703125,-1.3810157984495164,164163.171875,
354000,-0.0001260038618209336,837816.55,-1.3811376988887787,169713.90625,
356000,-9.145543134110312e-05,856306.296875,-1.380235505104065,168943.328125,
358000,-0.0005838280690825925,856561.059375,-1.3808172315359115,171371.359375,
360000,-0.00018352791553226665,852664.1625,-1.3807556957006455,169052.578125,
362000,-0.0003113627962520127,852568.465625,-1.3785345673561096,166329.84375,
364000,-0.00017058784658374737,845237.1671875,-1.376624584197998,165838.65625,
366000,-0.0002604017435587025,844911.3140625,-1.376842173933983,163330.296875,
368000,-0.000277260155029424,847000.1234375,-1.377221229672432,173734.25,
370000,-4.002558507600895e-05,863654.0015625,-1.3777437895536422,175522.046875,
372000,-0.0004229677211086802,845702.878125,-1.3783885210752487,170640.4375,
374000,-0.0005052455586024962,861810.98125,-1.379263836145401,170410.25,
376000,-0.0007899289049425384,840778.6671875,-1.3790996849536896,169500.671875,
378000,-0.0001492824481424293,828193.428125,-1.3788988888263702,164019.0625,
380000,-0.0008288466188353993,828831.4546875,-1.3787007927894592,165476.40625,
382000,-0.00010783648444219196,837683.478125,-1.378118672966957,164413.828125,
384000,-5.063617380045571e-05,838531.215625,-1.3777108013629913,165827.5,
386000,-0.00037029108033941326,848833.8046875,-1.377360674738884,167604.40625,
388000,-4.522615609463543e-05,845334.4171875,-1.3782278448343277,171639.921875,
390000,-0.000503524770499908,835900.025,-1.3788849771022798,163038.75,
392000,-0.0004035907860645338,848737.4828125,-1.3778772503137589,174357.8125,
394000,-0.0001593815086556205,859744.4265625,-1.3743798464536667,167440.59375,
396000,-8.53963972957672e-05,858785.9359375,-1.3720197319984435,165460.21875,
398000,-0.00022576635148272573,850682.565625,-1.3714682847261428,173615.59375,
400000,-7.091637464249346e-05,854710.05625,-1.3707133293151856,165776.0,
402000,-0.00037040730152861914,851165.7390625,-1.3702109068632127,170558.296875,
404000,-4.418032040227615e-05,853831.078125,-1.3698847800493241,167009.9375,
406000,-3.3081388857603145e-05,869054.35625,-1.368453460931778,175562.703125,
408000,-0.00018516574591060931,872528.275,-1.3676999926567077,174558.5,
410000,-0.0002888587502962281,874668.440625,-1.3675203710794448,171991.75,
412000,-0.000858220127017617,874354.890625,-1.3675846755504608,172559.140625,
414000,3.467302004622752e-06,848385.8140625,-1.3686858326196671,167144.046875,
416000,-0.00015444229951260268,839043.35625,-1.369612929224968,161084.171875,
418000,-0.00024446116585643554,860041.89375,-1.3692596405744553,170437.625,
420000,9.234671888691538e-06,865328.6109375,-1.3691624402999878,169041.90625,
422000,-0.0002170108271768001,856508.9953125,-1.368251982331276,171750.015625,
424000,-0.00021887242817619779,879424.7546875,-1.3674438893795013,179515.0,
426000,-0.0002859691483720894,861229.640625,-1.3659440517425536,170048.96875,
428000,-5.583765448413658e-05,855463.3890625,-1.3644595384597777,171240.390625,
430000,-6.450854792507953e-05,859961.159375,-1.3646462231874465,172624.296875,
432000,-0.0007053168704072021,880096.2109375,-1.3654288232326508,174511.875,
434000,-0.0002950769669107345,852079.2828125,-1.366522526741028,170191.484375,
436000,-0.00015689910368550387,844931.5484375,-1.3674456268548965,168224.828125,
438000,-0.000227335161776665,851441.44375,-1.3666883945465087,167198.046875,
440000,-6.850185980908919e-05,855342.28125,-1.366390472650528,170877.765625,
442000,-0.0006722807773281048,863264.9546875,-1.3666199654340745,170473.3125,
444000,-0.000228022398857064,840329.746875,-1.367439204454422,171589.40625,
446000,-0.0002859132912405471,847225.875,-1.3672378033399581,173793.15625,
448000,8.19033398968827e-06,837464.015625,-1.3663019597530366,160191.640625,
450000,-0.0003106895568375734,855586.0140625,-1.3658944457769393,168950.46875,
452000,-0.0004157771081970907,854462.05625,-1.367120051383972,170322.84375,
454000,-2.2961598745041556e-05,866470.5375,-1.368397831916809,173438.765625,
456000,-0.00019208885282679945,875055.8171875,-1.3686575949192048,169266.5,
458000,-0.00042629602343637887,870748.184375,-1.3682896137237548,172931.4375,
460000,-0.00023914193411549433,872771.0,-1.3683183908462524,170165.140625,
462000,-0.00032855177840076524,873596.190625,-1.370779111981392,175105.890625,
464000,-0.00018981818670624762,890551.2515625,-1.372799888253212,177145.078125,
466000,-0.0005047465515598759,891052.55,-1.3725448548793793,176276.4375,
468000,-0.0005884234679557565,874290.165625,-1.3723054885864259,171812.71875,
470000,-3.31234985328166e-05,900067.528125,-1.372078999876976,173202.296875,
472000,-0.001448372127609332,902004.5296875,-1.3734087318181991,176762.84375,
474000,-0.0009895919010777022,880689.6578125,-1.3733527302742004,173568.75,
476000,-0.00029189940657872173,853544.5515625,-1.3719809889793395,176132.40625,
478000,-5.2369678381580795e-05,858324.3375,-1.3719478040933608,167780.734375,
480000,-0.00016249004724979698,877680.6671875,-1.3719843238592149,172170.453125,
482000,-4.766628261104189e-05,849644.68125,-1.3707854986190795,167957.828125,
484000,-0.0012873013258609233,857407.2515625,-1.3702665209770202,179101.21875,
486000,-5.731313128123361e-05,843690.88125,-1.3694385200738908,167124.578125,
488000,-0.0007427930564858798,838109.0796875,-1.3711252987384797,163900.375,
490000,-0.0004426297755625086,847402.2609375,-1.3739851623773576,172185.953125,
492000,-0.0002405381686354957,850010.7765625,-1.3742597579956055,170794.21875,
494000,-0.00020573479889494096,832118.56875,-1.3746468633413316,166797.984375,
496000,-0.00020928514060578607,833604.734375,-1.376152041554451,164256.8125,
498000,-0.0009200305199641434,835075.2703125,-1.376143714785576,162697.1875,
500000,-4.881005138415162e-05,826902.4109375,-1.3745392441749573,162600.0625,
502000,8.504397719377721e-08,826758.125,-1.3733736395835876,161795.53125,
504000,-0.0003294499233806647,823366.7421875,-1.373272743821144,164131.65625,
506000,-0.0004926932325574285,830522.21875,-1.3724995791912078,164590.515625,
508000,-0.0005077502703603187,841703.2421875,-1.3728170037269591,174295.078125,
510000,-0.0004095740702307893,836334.1375,-1.3734917044639587,166048.609375,
512000,-0.00021351509136096069,845631.8109375,-1.3721233636140824,163800.703125,
514000,-0.0006482467127596258,858203.146875,-1.37129867374897,171636.90625,
516000,-0.00017200158270505028,836105.865625,-1.3714277356863023,163209.34375,
518000,-0.0005955857672509168,839483.2796875,-1.3711320102214812,168900.34375,
520000,-0.00014579708682705417,844327.35,-1.3714534550905229,167508.03125,
522000,-0.00023838684306607406,844377.078125,-1.3712140649557114,166532.671875,
524000,-9.831390271699547e-05,838843.96875,-1.3718903958797455,167349.4375,
526000,-0.00010581007400425335,848354.640625,-1.373081123828888,168465.6875,
528000,-0.0006031179124448727,847378.6375,-1.3749186784029006,167957.40625,
530000,-0.00024575144140634995,830277.55,-1.3755337804555894,164012.46875,
532000,2.345783436696891e-06,842930.14375,-1.3755370736122132,167326.421875,
534000,-0.0006590887632466291,840129.825,-1.3747940868139268,169919.484375,
536000,-0.00016141406980274553,843526.5390625,-1.373680219054222,167099.671875,
538000,-0.00047070081453242095,829344.35,-1.374725905060768,166105.171875,
540000,-0.0003447458182861851,855600.7703125,-1.3771632999181747,176709.390625,
542000,-0.0006273230687234843,845298.25,-1.378632441163063,169141.84375,
544000,-0.000602717676610709,847158.6109375,-1.3807814329862595,172243.890625,
546000,-0.00017749929735089154,833644.590625,-1.3813661962747574,169610.46875,
548000,-0.00042598816384384894,830415.653125,-1.3798887997865676,163119.953125,
550000,-0.0004214482934784769,837447.7109375,-1.3792025029659272,160887.890625,
552000,-0.00022811118486636416,818594.103125,-1.3805686861276627,162383.328125,
554000,-0.0011245350793309683,816687.353125,-1.3813715815544128,162792.5625,
556000,-1.1388660135835948e-06,828716.65,-1.3801674336194991,161498.5,
558000,-6.576622064784488e-05,830924.7296875,-1.3787605583667755,160915.484375,
560000,-0.0009570463813371788,824418.5515625,-1.378364810347557,161692.0,
562000,-0.0009094460844266905,832440.2953125,-1.379334917664528,166339.046875,
564000,-0.00037082517206838973,843789.19375,-1.3796860098838806,167439.390625,
566000,-0.00012728385420928133,860302.7078125,-1.3795574337244034,169782.015625,
568000,-7.460250471496011e-05,849821.409375,-1.381078940629959,164932.234375,
570000,-0.00010076675868617713,835573.484375,-1.3825827479362487,165403.84375,
572000,-0.0002726944420387234,844693.1671875,-1.3816515237092972,167552.859375,
574000,-0.00037109996318775986,831078.5390625,-1.3798198342323302,164211.03125,
576000,-0.0005212278649814994,836098.6328125,-1.3774215042591096,165884.015625,
578000,-0.00029044125419899205,840125.0109375,-1.3770550638437271,164575.75,
580000,-7.529541624933245e-05,831282.5046875,-1.3775377452373505,163230.375,
582000,-0.00017052998521762674,824618.59375,-1.3775560885667801,162893.09375,
584000,-9.157787692899433e-05,828802.0546875,-1.3779634565114975,168050.875,
586000,-0.0005553162801582801,822670.628125,-1.3810079514980316,164692.65625,
588000,-9.764030413874635e-05,839986.9546875,-1.3821726500988007,171870.578125,
590000,-0.00035761706185883925,834796.790625,-1.381319034099579,166509.453125,
592000,-0.000819968616501221,827190.4515625,-1.3798884183168412,165942.8125,
594000,-0.0006375022360291637,822139.8515625,-1.381623661518097,163466.15625,
596000,-0.0004269192461507032,819619.6609375,-1.3831112504005432,163800.921875,
598000,9.560691436405478e-06,807398.4328125,-1.3819740563631058,154330.75,
600000,-0.0002898685774521681,812077.5734375,-1.3827172487974166,161583.65625,
602000,-3.811002943976405e-05,813145.6515625,-1.3829476922750472,166602.140625,
604000,-0.0001527366640293515,812721.109375,-1.3844906508922576,169789.640625,
606000,-0.0011411314569894416,815382.7546875,-1.3879171848297118,166091.53125,
608000,-3.745749998245174e-05,804792.153125,-1.3905834525823593,161520.9375,
610000,-6.214401752622223e-05,807049.2203125,-1.3922539561986924,164879.6875,
612000,-0.0012636134979874037,806198.2125,-1.3922321915626525,164702.0625,
614000,-0.002142968069005846,808495.8453125,-1.392103263735771,156376.390625,
616000,-0.0002777435510751047,824883.025,-1.3934016823768616,159970.75,
618000,-0.0005609861389101134,826975.784375,-1.394029861688614,161600.453125,
620000,-0.0004918686939056726,832850.8390625,-1.394961839914322,159892.21875,
622000,8.471870319226583e-06,828410.334375,-1.3962199926376342,162050.359375,
624000,-4.084045379926238e-05,828022.0578125,-1.3959380209445953,164474.484375,
626000,-0.000558966213326606,825878.603125,-1.39507936835289,157680.484375,
628000,-0.0007284708866277967,830372.2328125,-1.3954596519470215,164820.515625,
630000,-0.0007191436660960449,835767.346875,-1.3954423159360885,168590.8125,
632000,2.3629723743567864e-05,848946.8859375,-1.395541700720787,170409.390625,
634000,-0.0007704892811803532,852241.19375,-1.3945846140384675,165412.765625,
636000,-0.0004691089572283147,853758.2375,-1.3951867371797562,167117.484375,
638000,-1.139746295848454e-05,871401.9953125,-1.396714800596237,171741.359375,
640000,-0.00011549444046767831,866890.140625,-1.3974349468946456,171065.71875,
642000,-0.00032391553210189274,867917.4328125,-1.3962864249944686,177707.40625,
644000,-0.0005342572502133435,867880.771875,-1.394362598657608,166002.953125,
646000,-8.167899044764227e-06,851941.7,-1.393158143758774,169665.046875,
648000,-7.066600306728787e-05,867002.434375,-1.3930304586887359,167414.59375,
650000,-0.00015125999451228722,859670.6109375,-1.3945736169815064,173402.765625,
652000,-0.000369218861757048,862858.41875,-1.3967006355524063,165777.953125,
654000,-0.00014348673744706274,888871.296875,-1.3972819149494171,174716.828125,
656000,-0.00020355701835610417,871877.6234375,-1.3978257089853288,169595.421875,
658000,-0.0001978230361849853,867088.98125,-1.3984150528907775,173843.140625,
660000,-6.242900431381315e-05,857218.490625,-1.4005559355020523,171367.8125,
662000,-8.218344498160946e-05,868750.640625,-1.4010133028030396,177129.84375,
664000,-0.0001664405898729626,858158.5328125,-1.3991569310426712,169644.71875,
666000,-2.88655293584128e-05,860861.9921875,-1.3977474302053452,167520.90625,
668000,-3.693394215176227e-05,874693.2546875,-1.3964950799942017,173334.984375,
670000,-3.197575319831003e-05,870374.021875,-1.395694801211357,173181.28125,
672000,-6.604450257547967e-05,862539.225,-1.396213287115097,165485.71875,
674000,-0.00038158017261196163,860417.275,-1.39690403342247,178185.40625,
676000,-0.00019587983902624728,841970.8546875,-1.3962918847799302,165376.8125,
678000,-0.0012692692516729665,854484.6484375,-1.3957441180944443,166896.484375,
680000,-0.0001385245675443514,831324.66875,-1.3943986266851425,164751.828125,
682000,-0.00019427842311388056,835729.2140625,-1.393413433432579,162344.234375,
684000,-0.0012366522664095214,834981.696875,-1.3944130659103393,171317.703125,
686000,-4.100545262862854e-05,844083.4921875,-1.3952260941267014,167477.109375,
688000,-9.275905050962763e-05,842746.83125,-1.3946218550205232,170528.96875,
690000,-0.0001731731363062039,851293.35,-1.39488046169281,171867.609375,
692000,-0.000516939819911233,842814.6515625,-1.3954977601766587,165462.640625,
694000,-0.0003685946342994129,853947.175,-1.3964713871479035,167046.15625,
696000,-6.894787188649332e-05,858954.5609375,-1.3974046230316162,171702.25,
698000,-3.434971545104304e-05,859948.2328125,-1.3974326968193054,162939.875,
700000,-0.00042929008636107826,861387.73125,-1.3973683267831802,167226.78125,
702000,-7.931021521248027e-05,876999.809375,-1.3991332799196243,171662.46875,
704000,-0.00029304766496522915,857726.5828125,-1.3987521439790727,172298.625,
706000,-0.00015025726477020386,874523.6140625,-1.3971663236618042,171491.3125,
708000,-7.079863484014127e-05,854443.0125,-1.3974718064069749,168918.390625,
710000,-0.0004979816261286629,859742.959375,-1.3991535544395446,169696.0625,
712000,3.212302190434002e-05,842381.2171875,-1.4004642903804778,170857.484375,
714000,-0.00021276186336549596,834957.65,-1.3983396530151366,165507.484375,
716000,-0.0008016800083744613,850571.915625,-1.3949548840522765,166362.578125,
718000,-1.7241619282515331e-06,832749.5890625,-1.3930863678455352,165335.625,
720000,-0.00026382441812984326,850452.615625,-1.3928209632635116,168292.953125,
722000,-0.0004306902520319511,827209.7875,-1.3935678064823152,164331.015625,
724000,-0.000283288845520957,831828.5828125,-1.3920807003974915,166848.03125,
726000,-6.506620745838632e-05,826520.9765625,-1.3905941188335418,164677.9375,
728000,-0.0008134373816844232,822210.5625,-1.3888834893703461,163051.03125,
730000,-0.00037273679696312454,840108.89375,-1.3869136333465577,163895.640625,
732000,-0.00040688511414650464,834085.7015625,-1.3860109955072404,161917.078125,
734000,-7.567943245267994e-05,821041.45,-1.3857992738485336,162028.484375,
736000,-1.965135971211396e-05,824927.6546875,-1.3838344633579254,165022.125,
738000,-8.46187698273937e-05,826253.6828125,-1.382961019873619,163609.4375,
740000,-0.00011235031344316581,826680.1171875,-1.3823269784450531,163853.46875,
742000,-0.0001642411293282464,821566.4109375,-1.3806699961423874,160372.65625,
744000,-0.0014020682531228346,814823.428125,-1.3794463723897934,164307.546875,
746000,7.6491059164141e-05,830351.834375,-1.379848763346672,170803.234375,
748000,-0.00015271304086077463,832582.4140625,-1.3794184803962708,166594.96875,
