episode,reward,timesteps
2167,-9919.703,207312
2168,-20725.264,207412
2169,-16411.246,207512
2170,-21041.273,207612
2171,-21493.086,207712
2172,-29549.182,207812
2173,-18351.344,207912
2174,-14383.22,208012
2175,-12604.89,208112
2176,-11802.028,208212
2177,-24755.227,208312
2178,-13409.84,208412
2179,-14460.967,208512
2180,-20625.4,208612
2181,-12545.274,208712
2182,-34654.42,208812
2183,-19347.238,208912
2184,-14190.965,209012
2185,-12840.93,209112
2186,-12481.9375,209212
2187,-20098.357,209312
2188,-11226.887,209412
2189,-12363.595,209512
2190,-17130.861,209612
2191,-33951.227,209712
2192,-18095.74,209812
2193,-12578.763,209912
2194,-63377.77,210012
2195,-23646.809,210112
2196,-55944.92,210212
2197,-13986.992,210312
2198,-17453.928,210412
2199,-12408.744,210512
2200,-33221.06,210612
2201,-15600.298,210712
2202,-27164.588,210812
2203,-22349.857,210912
2204,-16871.344,211012
2205,-17947.637,211112
2206,-14987.273,211212
2207,-21343.969,211312
2208,-16564.445,211412
2209,-39327.324,211512
2210,-13537.452,211612
2211,-14360.882,211712
2212,-14715.363,211812
2213,-25138.148,211912
2214,-19113.768,212012
2215,-40571.664,212112
2216,-14593.273,212212
2217,-18705.586,212312
2218,-10667.796,212412
2219,-14381.951,212512
2220,-19278.746,212612
2221,-22279.13,212712
2222,-45478.703,212812
2223,-22774.338,212912
2224,-10913.497,213012
2225,-9474.981,213112
2226,-18292.39,213212
2227,-8034.4897,213312
2228,-22488.83,213412
2229,-31590.875,213512
2230,-25285.264,213612
2231,-22579.348,213712
2232,-11705.812,213812
2233,-32836.17,213912
2234,-12214.213,214012
2235,-12121.729,214112
2236,-15219.032,214212
2237,-37896.855,214312
2238,-11360.136,214412
2239,-14476.026,214512
2240,-14040.521,214612
2241,-14804.094,214712
2242,-9582.246,214812
2243,-22719.541,214912
2244,-23800.82,215012
2245,-12512.911,215112
2246,-14956.22,215212
2247,-10083.992,215312
2248,-28811.484,215412
2249,-10921.559,215512
2250,-48479.65,215612
2251,-12440.638,215712
2252,-18442.277,215812
2253,-20902.814,215912
2254,-11681.28,216012
2255,-20214.828,216112
2256,-17574.371,216212
2257,-16562.996,216312
2258,-21388.164,216412
2259,-8541.62,216512
2260,-14053.142,216612
2261,-15662.592,216712
2262,-59402.445,216812
2263,-8378.522,216912
2264,-20463.754,217012
2265,-69650.21,217112
2266,-25931.596,217212
2267,-13498.661,217312
2268,-9888.802,217412
2269,-5604.4404,217512
2270,-14555.86,217612
2271,-31167.783,217712
2272,-27956.697,217812
2273,-16949.168,217912
2274,-27927.086,218012
2275,-25531.701,218112
2276,-12105.82,218212
2277,-26284.277,218312
2278,-45794.93,218412
2279,-38056.0,218512
2280,-23316.092,218612
2281,-10739.7295,218712
2282,-23402.684,218812
2283,-9494.564,218912
2284,-54122.113,219012
2285,-17270.414,219112
2286,-37431.387,219212
2287,-33357.75,219312
2288,-25547.549,219412
2289,-10248.742,219512
2290,-12992.58,219612
2291,-19600.537,219712
2292,-9424.524,219812
2293,-36838.11,219912
2294,-15111.034,220012
2295,-36866.664,220112
2296,-16535.176,220212
2297,-17905.496,220312
2298,-8130.363,220412
2299,-12632.796,220512
2300,-23521.555,220612
2301,-11474.223,220712
2302,-9656.833,220812
2303,-13007.019,220912
2304,-24872.582,221012
2305,-12348.248,221112
2306,-17209.057,221212
2307,-34166.293,221312
2308,-42039.83,221412
2309,-8344.91,221512
2310,-29416.86,221612
2311,-24966.596,221712
2312,-21706.781,221812
2313,-14991.957,221912
2314,-14456.125,222012
2315,-21395.566,222112
2316,-28114.49,222212
2317,-45171.945,222312
2318,-13552.707,222412
2319,-108696.18,222512
2320,-14014.704,222612
2321,-18739.32,222712
2322,-10111.45,222812
2323,-42628.996,222912
2324,-18382.998,223012
2325,-13471.195,223112
2326,-41306.723,223212
2327,-11099.584,223312
2328,-8490.406,223412
2329,-27182.572,223512
2330,-13516.278,223612
2331,-27264.25,223712
2332,-12489.907,223812
2333,-20258.975,223912
2334,-10508.908,224012
2335,-15071.058,224112
2336,-30536.242,224212
2337,-18647.744,224312
2338,-10688.594,224412
2339,-13875.179,224512
2340,-19701.795,224612
2341,-10212.452,224712
2342,-7936.659,224812
2343,-18012.896,224912
2344,-10577.902,225012
2345,-8716.526,225112
2346,-12519.015,225212
2347,-22460.268,225312
2348,-12136.927,225412
2349,-41763.996,225512
2350,-48611.793,225612
2351,-17295.594,225712
2352,-21922.625,225812
2353,-17787.87,225912
2354,-10168.443,226012
2355,-15154.785,226112
2356,-66919.375,226212
2357,-47802.156,226312
2358,-34451.766,226412
2359,-9567.865,226512
2360,-20884.836,226612
2361,-15885.185,226712
2362,-44818.33,226812
2363,-17267.455,226912
2364,-10094.318,227012
2365,-10318.425,227112
2366,-9685.3,227212
2367,-16112.21,227312
2368,-9678.982,227412
2369,-8780.951,227512
2370,-14753.232,227612
2371,-12407.863,227712
2372,-17489.498,227812
2373,-28189.951,227912
2374,-16650.244,228012
2375,-21232.066,228112
2376,-18697.822,228212
2377,-16474.488,228312
2378,-32240.158,228412
2379,-31706.342,228512
2380,-26343.992,228612
2381,-18697.418,228712
2382,-14082.336,228812
2383,-18292.146,228912
2384,-12038.455,229012
2385,-12944.79,229112
2386,-77591.0,229212
2387,-67831.805,229312
2388,-15935.011,229412
2389,-12890.105,229512
2390,-32462.988,229612
2391,-10648.266,229712
2392,-8098.374,229812
2393,-27843.238,229912
2394,-7855.9053,230012
2395,-10729.3955,230112
2396,-30061.81,230212
2397,-11627.228,230312
2398,-24177.14,230412
2399,-30841.576,230512
2400,-11139.717,230612
2401,-12161.956,230712
2402,-23779.383,230812
2403,-38061.816,230912
2404,-10206.303,231012
2405,-26766.885,231112
2406,-24075.486,231212
2407,-19430.305,231312
2408,-13459.554,231412
2409,-8641.261,231512
2410,-12225.166,231612
2411,-25523.36,231712
2412,-24398.51,231812
2413,-15219.14,231912
2414,-14103.569,232012
2415,-14178.244,232112
2416,-10348.974,232212
2417,-17471.793,232312
2418,-9917.557,232412
2419,-12510.127,232512
2420,-91425.2,232612
2421,-31731.281,232712
2422,-24842.05,232812
2423,-29169.715,232912
2424,-15088.65,233012
2425,-20449.76,233112
2426,-13849.803,233212
2427,-67744.41,233312
2428,-15293.057,233412
2429,-16391.613,233512
2430,-76274.414,233612
2431,-12112.149,233712
2432,-16235.562,233812
2433,-68911.26,233912
2434,-18114.848,234012
2435,-10630.394,234112
2436,-33551.625,234212
2437,-10291.398,234312
2438,-8345.718,234412
2439,-24302.787,234512
2440,-26031.695,234612
2441,-30884.729,234712
2442,-17047.195,234812
2443,-22470.113,234912
2444,-17831.123,235012
2445,-20551.428,235112
2446,-9817.269,235212
2447,-24020.0,235312
2448,-75377.02,235412
2449,-10382.582,235512
2450,-28298.83,235612
2451,-23477.104,235712
2452,-19476.287,235812
2453,-28334.33,235912
2454,-25551.385,236012
2455,-25016.396,236112
2456,-12296.834,236212
2457,-51429.176,236312
2458,-29365.871,236412
2459,-34833.23,236512
2460,-34292.61,236612
2461,-42654.31,236712
2462,-12011.151,236812
2463,-19369.408,236912
2464,-35204.918,237012
2465,-23339.049,237112
2466,-37255.605,237212
2467,-26482.924,237312
2468,-10419.904,237412
2469,-9785.94,237512
2470,-28356.166,237612
2471,-14075.409,237712
2472,-12902.919,237812
2473,-9456.883,237912
2474,-98339.99,238012
2475,-20930.54,238112
2476,-16979.34,238212
2477,-17518.549,238312
2478,-9978.881,238412
2479,-10809.397,238512
2480,-14217.669,238612
2481,-21457.248,238712
2482,-20436.166,238812
2483,-49883.4,238912
2484,-38368.703,239012
2485,-12951.912,239112
2486,-21763.268,239212
2487,-17832.828,239312
2488,-9861.308,239412
2489,-10024.135,239512
2490,-41854.465,239612
2491,-17084.76,239712
2492,-16748.064,239812
2493,-13183.697,239912
2494,-13137.982,240012
2495,-32961.53,240112
2496,-46170.09,240212
2497,-9773.22,240312
2498,-9501.548,240412
2499,-16406.19,240512
2500,-9005.003,240612
2501,-32773.14,240712
2502,-67675.69,240812
2503,-12044.633,240912
2504,-21153.932,241012
2505,-12356.977,241112
2506,-10423.606,241212
2507,-38252.555,241312
2508,-6793.922,241412
2509,-10906.986,241512
2510,-25666.412,241612
2511,-24929.703,241712
2512,-40835.492,241812
2513,-15360.371,241912
2514,-20878.295,242012
2515,-21063.543,242112
2516,-26829.113,242212
2517,-16047.83,242312
2518,-25412.316,242412
2519,-35130.98,242512
2520,-44662.43,242612
2521,-8912.038,242712
2522,-22044.447,242812
2523,-10429.4795,242912
2524,-29689.281,243012
2525,-9052.102,243112
2526,-15532.92,243212
2527,-55339.664,243312
2528,-8188.308,243412
2529,-20828.67,243512
2530,-22073.455,243612
2531,-29169.854,243712
2532,-15420.218,243812
2533,-15611.482,243912
2534,-29417.809,244012
2535,-12184.267,244112
2536,-13597.9375,244212
2537,-12341.518,244312
2538,-19962.865,244412
2539,-59458.31,244512
2540,-10936.598,244612
2541,-20268.6,244712
2542,-26764.475,244812
2543,-18736.998,244912
2544,-31928.238,245012
2545,-9373.748,245112
2546,-9136.623,245212
2547,-29545.22,245312
2548,-19570.27,245412
2549,-26339.629,245512
2550,-15098.868,245612
2551,-9484.463,245712
2552,-26742.8,245812
2553,-19675.525,245912
2554,-34551.492,246012
2555,-50611.473,246112
2556,-31001.82,246212
2557,-15301.087,246312
2558,-22215.816,246412
2559,-9870.264,246512
2560,-24088.307,246612
2561,-11749.829,246712
2562,-26803.2,246812
2563,-11945.112,246912
2564,-10940.137,247012
2565,-19356.508,247112
2566,-7151.4565,247212
2567,-11105.634,247312
2568,-37985.727,247412
2569,-9421.869,247512
2570,-44641.785,247612
2571,-12375.268,247712
2572,-12445.491,247812
2573,-10799.326,247912
2574,-25805.121,248012
2575,-20384.117,248112
2576,-26352.172,248212
2577,-20657.297,248312
2578,-11172.108,248412
2579,-10292.99,248512
2580,-19943.053,248612
2581,-12720.048,248712
2582,-23749.29,248812
2583,-18175.078,248912
2584,-13534.56,249012
2585,-10681.661,249112
2586,-19890.781,249212
2587,-12453.084,249312
2588,-68607.36,249412
2589,-30897.611,249512
2590,-31151.436,249612
2591,-34956.574,249712
2592,-28570.531,249812
2593,-8969.293,249912
2594,-49756.324,250012
2595,-36903.547,250112
2596,-17562.42,250212
2597,-47750.242,250312
2598,-31732.49,250412
2599,-26114.29,250512
2600,-27416.385,250612
2601,-33737.742,250712
2602,-9061.828,250812
2603,-25973.986,250912
2604,-9752.836,251012
2605,-15822.343,251112
2606,-11957.477,251212
2607,-31361.793,251312
2608,-16424.545,251412
2609,-14470.161,251512
2610,-10741.662,251612
2611,-12491.408,251712
2612,-33146.445,251812
2613,-28827.904,251912
2614,-19857.41,252012
2615,-19122.812,252112
2616,-31857.822,252212
2617,-25206.965,252312
2618,-23098.229,252412
2619,-37060.207,252512
2620,-8940.455,252612
2621,-13087.518,252712
2622,-33868.15,252812
2623,-14480.625,252912
2624,-20110.463,253012
2625,-16703.773,253112
2626,-11010.942,253212
2627,-9431.046,253312
2628,-13345.995,253412
2629,-10011.221,253512
2630,-27039.096,253612
2631,-12805.436,253712
2632,-152496.33,253801
2633,-27473.785,253901
2634,-8478.098,254001
2635,-10839.436,254101
2636,-28166.982,254201
2637,-17742.342,254301
2638,-31449.918,254401
2639,-87204.68,254501
2640,-20699.328,254601
2641,-17549.66,254701
2642,-9334.025,254801
2643,-13836.974,254901
2644,-32934.215,255001
2645,-19551.818,255101
2646,-44453.49,255201
2647,-15695.727,255301
2648,-31521.3,255401
2649,-12903.145,255501
2650,-30684.361,255601
2651,-35967.07,255701
2652,-15569.703,255801
2653,-15682.348,255901
2654,-92438.05,256001
2655,-12148.769,256101
2656,-33256.46,256201
2657,-28032.941,256301
2658,-28485.244,256401
2659,-11676.396,256501
2660,-21378.42,256601
2661,-44739.14,256701
2662,-14258.2,256801
2663,-17422.951,256901
2664,-11838.237,257001
2665,-43624.836,257101
2666,-13013.203,257201
2667,-31755.088,257301
2668,-10192.21,257401
2669,-13977.279,257501
2670,-17301.066,257601
2671,-9736.5,257701
2672,-13588.352,257801
2673,-51361.594,257901
2674,-11801.379,258001
2675,-14115.227,258101
2676,-16672.93,258201
2677,-32031.545,258301
2678,-10015.935,258401
2679,-10451.497,258501
2680,-29346.777,258601
2681,-8144.5815,258701
2682,-7850.6978,258801
2683,-12979.187,258901
2684,-36351.547,259001
2685,-29987.387,259101
2686,-10141.192,259201
2687,-30922.525,259301
2688,-13616.739,259401
2689,-34659.918,259501
2690,-12567.119,259601
2691,-14916.704,259701
2692,-34418.72,259801
2693,-6743.715,259901
2694,-13242.85,260001
2695,-19901.584,260101
2696,-18127.41,260201
2697,-35234.56,260301
2698,-14002.892,260401
2699,-39923.773,260501
2700,-24758.383,260601
2701,-9594.372,260701
2702,-16441.434,260801
2703,-14359.3125,260901
2704,-35427.53,261001
2705,-26327.16,261101
2706,-10069.719,261201
2707,-34094.03,261301
2708,-10032.694,261401
2709,-12360.343,261501
2710,-24927.027,261601
2711,-21385.293,261701
2712,-8569.517,261801
2713,-34513.094,261901
2714,-17132.055,262001
2715,-9784.116,262101
2716,-11831.265,262201
2717,-9985.364,262301
2718,-19635.027,262401
2719,-43092.574,262501
2720,-18907.385,262601
2721,-36557.72,262701
2722,-20102.125,262801
2723,-8037.842,262901
2724,-100699.28,263001
2725,-14287.938,263101
2726,-10669.224,263201
2727,-28462.951,263301
2728,-10490.02,263401
2729,-12317.6,263501
2730,-33289.777,263601
2731,-12991.883,263701
2732,-9207.75,263801
2733,-9429.043,263901
2734,-7567.1416,264001
2735,-7669.619,264101
2736,-12558.384,264201
2737,-28274.504,264301
2738,-19324.5,264401
2739,-31729.174,264501
2740,-9694.499,264601
2741,-26975.428,264701
2742,-27446.578,264801
2743,-44489.273,264901
2744,-36547.31,265001
2745,-40238.734,265101
2746,-13118.296,265201
2747,-66160.6,265301
2748,-28495.629,265401
2749,-12803.466,265501
2750,-19169.998,265601
2751,-10441.527,265701
2752,-14389.738,265801
2753,-13396.519,265901
2754,-9744.618,266001
2755,-12603.278,266101
2756,-10266.896,266201
2757,-37733.465,266301
2758,-11878.05,266401
2759,-14602.704,266501
2760,-10995.196,266601
2761,-10062.514,266701
2762,-9232.84,266801
2763,-19018.406,266901
2764,-9419.738,267001
2765,-8375.185,267101
2766,-34072.965,267201
2767,-19587.684,267301
2768,-8827.403,267401
2769,-108730.98,267501
2770,-12720.668,267601
2771,-22691.422,267701
2772,-10020.983,267801
2773,-25042.957,267901
2774,-20982.246,268001
2775,-14807.782,268101
2776,-32029.043,268201
2777,-29545.727,268301
2778,-8514.529,268401
2779,-44227.863,268501
2780,-17897.232,268601
2781,-23103.498,268701
2782,-25170.879,268801
2783,-10659.074,268901
2784,-13075.012,269001
2785,-23383.938,269101
2786,-12345.813,269201
2787,-15623.252,269301
2788,-13128.967,269401
2789,-15185.372,269501
2790,-17457.123,269601
2791,-17173.688,269701
2792,-30852.213,269801
2793,-37434.055,269901
2794,-7660.43,270001
2795,-9097.067,270101
2796,-22405.793,270201
2797,-8645.582,270301
2798,-33529.24,270401
2799,-12918.25,270501
2800,-10212.777,270601
2801,-29428.3,270701
2802,-49155.477,270801
2803,-30571.861,270901
2804,-24231.15,271001
2805,-22737.625,271101
2806,-37612.023,271201
2807,-10392.274,271301
2808,-37585.918,271401
2809,-10484.897,271501
2810,-26110.377,271601
2811,-15827.62,271701
2812,-39271.758,271801
2813,-9872.435,271901
2814,-26238.824,272001
2815,-10611.341,272101
2816,-10498.099,272201
2817,-20237.627,272301
2818,-24993.97,272401
2819,-7657.822,272501
2820,-9111.573,272601
2821,-21410.748,272701
2822,-10338.925,272801
2823,-10979.596,272901
2824,-10558.98,273001
2825,-11185.84,273101
2826,-22887.168,273201
2827,-90837.24,273301
2828,-19646.533,273401
2829,-37648.785,273501
2830,-46137.473,273601
2831,-10344.066,273701
2832,-16794.059,273801
2833,-13187.362,273901
2834,-13552.08,274001
2835,-11770.937,274101
2836,-10382.269,274201
2837,-13936.327,274301
2838,-11923.967,274401
2839,-15346.223,274501
2840,-12242.537,274601
2841,-26362.902,274701
2842,-25113.398,274801
2843,-11429.111,274901
2844,-28072.568,275001
2845,-14272.232,275101
2846,-25928.244,275201
2847,-32198.91,275301
2848,-18409.543,275401
2849,-15262.289,275501
2850,-8728.663,275601
2851,-10551.741,275701
2852,-9581.96,275801
2853,-39237.805,275901
2854,-9464.122,276001
2855,-25224.521,276101
2856,-12387.144,276201
2857,-10226.635,276301
2858,-38710.938,276401
2859,-9972.839,276501
2860,-11892.926,276601
2861,-38469.824,276701
2862,-28596.428,276801
2863,-17281.52,276901
2864,-15288.05,277001
2865,-10250.443,277101
2866,-13014.909,277201
2867,-8948.385,277301
2868,-11801.394,277401
2869,-28356.97,277501
2870,-23560.63,277601
2871,-10263.339,277701
2872,-15491.938,277801
2873,-9618.341,277901
2874,-35429.06,278001
2875,-14337.148,278101
2876,-17408.6,278201
2877,-10924.391,278301
2878,-14210.234,278401
2879,-15872.734,278501
2880,-22734.404,278601
2881,-7897.3633,278701
2882,-9652.39,278801
2883,-10672.811,278901
2884,-9173.643,279001
2885,-11008.024,279101
2886,-9892.063,279201
2887,-11264.311,279301
2888,-25088.953,279401
2889,-33455.656,279501
2890,-9209.478,279601
2891,-14069.551,279701
2892,-13134.308,279801
2893,-23201.29,279901
2894,-21544.727,280001
2895,-9229.201,280101
2896,-20139.572,280201
2897,-9675.624,280301
2898,-15177.371,280401
2899,-21048.822,280501
2900,-29632.277,280601
2901,-38148.51,280701
2902,-21952.78,280801
2903,-8536.082,280901
2904,-18622.3,281001
2905,-12840.354,281101
2906,-28911.6,281201
2907,-18775.293,281301
2908,-26918.844,281401
2909,-28515.908,281501
2910,-11250.271,281601
2911,-11118.217,281701
2912,-12157.736,281801
2913,-7026.36,281901
2914,-9391.2705,282001
2915,-55049.625,282101
2916,-24336.768,282201
2917,-10198.941,282301
2918,-17125.559,282401
2919,-21943.297,282501
2920,-9390.822,282601
2921,-44084.35,282701
2922,-12051.285,282801
2923,-16097.161,282901
2924,-9160.449,283001
2925,-13962.1875,283101
2926,-21429.883,283201
2927,-8727.552,283301
2928,-12488.669,283401
2929,-9852.149,283501
2930,-49334.453,283601
2931,-10907.416,283701
2932,-41408.484,283801
2933,-22167.168,283901
2934,-9830.507,284001
2935,-13161.733,284101
2936,-26050.953,284201
2937,-13491.425,284301
2938,-8908.984,284401
2939,-10044.548,284501
2940,-9233.854,284601
2941,-17755.436,284701
2942,-31832.889,284801
2943,-55835.883,284901
2944,-19095.725,285001
2945,-11074.493,285101
2946,-34729.0,285201
2947,-17662.328,285301
2948,-28374.557,285401
2949,-16654.275,285501
2950,-40192.523,285601
2951,-19338.838,285701
2952,-21636.719,285801
2953,-40408.652,285901
2954,-29916.4,286001
2955,-15360.31,286101
2956,-32257.8,286201
2957,-27651.096,286301
2958,-54713.27,286401
2959,-13422.554,286501
2960,-26896.408,286601
2961,-12561.822,286701
2962,-9213.877,286801
2963,-15641.339,286901
2964,-11976.891,287001
2965,-8732.162,287101
2966,-13465.309,287201
2967,-13295.688,287301
2968,-31881.727,287401
2969,-29603.006,287501
2970,-24534.398,287601
2971,-27605.238,287701
2972,-21417.387,287801
2973,-10663.053,287901
2974,-11030.175,288001
2975,-15220.171,288101
2976,-20116.102,288201
2977,-11215.241,288301
2978,-11949.758,288401
2979,-14240.956,288501
2980,-16635.186,288601
2981,-12234.282,288701
2982,-15411.085,288801
2983,-9697.1,288901
2984,-21746.016,289001
2985,-10809.238,289101
2986,-29573.047,289201
2987,-13601.463,289301
2988,-10050.643,289401
2989,-11959.099,289501
2990,-14264.008,289601
2991,-40322.566,289701
2992,-8237.199,289801
2993,-13888.258,289901
2994,-11761.796,290001
2995,-8138.135,290101
2996,-31452.064,290201
2997,-11918.924,290301
2998,-12974.618,290401
2999,-16968.09,290501
3000,-12711.331,290601
3001,-38512.562,290701
3002,-8945.916,290801
3003,-12597.509,290901
3004,-11682.64,291001
3005,-12808.461,291101
3006,-28064.46,291201
3007,-9588.997,291301
3008,-39194.74,291401
3009,-10305.312,291501
3010,-49950.168,291601
3011,-10635.374,291701
3012,-16698.562,291801
3013,-18515.307,291901
3014,-24842.018,292001
3015,-22246.95,292101
3016,-18052.129,292201
3017,-20913.611,292301
3018,-9229.709,292401
3019,-9371.891,292501
3020,-16100.737,292601
3021,-8884.422,292701
3022,-14585.83,292801
3023,-23948.322,292901
3024,-31982.018,293001
3025,-14267.42,293101
3026,-29661.848,293201
3027,-21159.67,293301
3028,-10415.954,293401
3029,-26743.865,293501
3030,-27615.85,293601
3031,-19453.871,293701
3032,-15261.626,293801
3033,-11120.828,293901
3034,-21495.18,294001
3035,-23819.23,294101
3036,-12994.39,294201
3037,-16729.316,294301
3038,-52938.195,294401
3039,-9715.766,294501
3040,-12765.838,294601
3041,-52519.406,294701
3042,-22588.785,294801
3043,-12921.251,294901
3044,-19907.71,295001
3045,-10049.446,295101
3046,-9853.901,295201
3047,-17628.55,295301
3048,-11704.835,295401
3049,-18648.578,295501
3050,-15661.823,295601
3051,-20222.758,295701
3052,-16705.4,295801
3053,-15725.787,295901
3054,-11191.366,296001
3055,-11071.414,296101
3056,-17790.654,296201
3057,-9282.378,296301
3058,-11680.683,296401
3059,-55220.516,296501
3060,-10636.847,296601
3061,-11922.3955,296701
3062,-11222.606,296801
3063,-32969.492,296901
3064,-13514.14,297001
3065,-13735.6045,297101
3066,-10535.221,297201
3067,-12096.083,297301
3068,-11544.716,297401
3069,-24033.96,297501
3070,-10259.896,297601
3071,-15492.758,297701
3072,-26253.188,297801
3073,-23268.553,297901
3074,-25686.201,298001
3075,-13660.9,298101
3076,-13532.552,298201
3077,-10133.372,298301
3078,-12046.265,298401
3079,-49701.316,298501
3080,-14155.368,298601
3081,-12880.981,298701
3082,-36106.434,298801
3083,-30485.518,298901
3084,-29108.807,299001
3085,-18047.002,299101
3086,-30629.8,299201
3087,-12625.412,299301
3088,-17135.586,299401
3089,-8999.258,299501
3090,-12359.031,299601
3091,-16121.794,299701
3092,-14383.314,299801
3093,-10621.822,299901
3094,-11114.477,300001
3095,-24845.91,300101
3096,-11765.525,300201
3097,-11943.177,300301
3098,-16586.066,300401
3099,-14956.317,300501
3100,-13097.114,300601
3101,-9794.429,300701
3102,-10452.297,300801
3103,-47754.008,300901
3104,-35667.023,301001
3105,-37360.895,301101
3106,-9976.838,301201
3107,-22156.049,301301
3108,-17885.016,301401
3109,-10930.072,301501
3110,-15072.358,301601
3111,-8785.542,301701
3112,-10016.792,301801
3113,-13125.438,301901
3114,-11654.95,302001
3115,-24816.875,302101
3116,-36379.125,302201
3117,-21518.088,302301
3118,-12532.628,302401
3119,-22877.83,302501
3120,-10113.647,302601
3121,-21171.117,302701
3122,-15805.339,302801
3123,-9256.426,302901
3124,-9366.805,303001
3125,-11754.357,303101
3126,-11761.195,303201
3127,-15845.044,303301
3128,-13568.675,303401
3129,-11258.174,303501
3130,-27100.668,303601
3131,-18178.172,303701
3132,-9672.429,303801
3133,-21442.707,303901
3134,-45567.23,304001
3135,-9169.681,304101
3136,-6978.473,304201
3137,-22578.938,304301
3138,-27429.256,304401
3139,-22558.266,304501
3140,-13038.762,304601
3141,-10552.516,304701
3142,-11514.017,304801
3143,-11600.32,304901
3144,-10662.803,305001
3145,-9892.663,305101
3146,-13504.123,305201
3147,-25107.213,305301
3148,-23768.254,305401
3149,-26287.805,305501
3150,-11809.6875,305601
3151,-39004.91,305701
3152,-46403.97,305801
3153,-13177.785,305901
3154,-11312.066,306001
3155,-11254.727,306101
3156,-10438.092,306201
3157,-9882.164,306301
3158,-9653.381,306401
3159,-29648.596,306501
3160,-9636.518,306601
3161,-32429.314,306701
3162,-37873.137,306801
3163,-11636.631,306901
3164,-12405.722,307001
3165,-8550.164,307101
3166,-21024.342,307201
3167,-12686.29,307301
3168,-12673.123,307401
3169,-22173.738,307501
3170,-7668.577,307601
3171,-8549.081,307701
3172,-10453.399,307801
3173,-25308.926,307901
3174,-22028.229,308001
3175,-7954.2114,308101
3176,-23755.457,308201
3177,-9966.009,308301
3178,-41641.477,308401
3179,-9484.186,308501
3180,-31377.611,308601
3181,-40048.766,308701
3182,-9219.522,308801
3183,-13063.039,308901
3184,-17123.463,309001
3185,-15442.781,309101
3186,-17509.37,309201
3187,-13300.741,309301
3188,-8882.847,309401
3189,-15750.003,309501
3190,-26359.73,309601
3191,-12964.314,309701
3192,-19463.516,309801
3193,-17854.076,309901
3194,-14500.099,310001
3195,-28831.07,310101
3196,-29664.18,310201
3197,-10134.673,310301
3198,-12282.642,310401
3199,-14373.327,310501
3200,-40708.67,310601
3201,-20276.34,310701
3202,-12480.056,310801
3203,-17006.678,310901
3204,-28259.365,311001
3205,-10910.064,311101
3206,-10122.254,311201
3207,-20121.508,311301
3208,-13367.344,311401
3209,-50800.594,311501
3210,-11027.422,311601
3211,-7876.273,311701
3212,-15678.258,311801
3213,-17725.666,311901
3214,-14340.869,312001
3215,-17752.861,312101
3216,-22973.535,312201
3217,-33353.855,312301
3218,-44350.58,312401
3219,-19850.88,312501
3220,-30157.291,312601
3221,-26411.875,312701
3222,-8575.368,312801
3223,-20166.68,312901
3224,-17750.766,313001
3225,-32969.21,313101
3226,-11544.942,313201
3227,-22959.607,313301
3228,-10469.553,313401
3229,-25898.336,313501
3230,-21003.422,313601
3231,-22901.727,313701
3232,-21211.988,313801
3233,-19464.031,313901
3234,-12396.094,314001
3235,-43905.81,314101
3236,-6431.6978,314201
3237,-11118.077,314301
3238,-34465.176,314401
3239,-68712.05,314501
3240,-10880.489,314601
3241,-8463.243,314701
3242,-10216.92,314801
3243,-8616.861,314901
3244,-34029.836,315001
3245,-10574.789,315101
3246,-11031.663,315201
3247,-42279.156,315301
3248,-8779.364,315401
3249,-29826.727,315501
3250,-15633.845,315601
3251,-9802.997,315701
3252,-10017.778,315801
3253,-12493.802,315901
3254,-14945.601,316001
3255,-12357.523,316101
3256,-11564.603,316201
3257,-30086.684,316301
3258,-126315.695,316401
3259,-24041.676,316501
3260,-12189.47,316601
3261,-23645.643,316701
3262,-18021.232,316801
3263,-11900.838,316901
3264,-27861.723,317001
3265,-14301.34,317101
3266,-16320.512,317201
3267,-12622.852,317301
3268,-23827.453,317401
3269,-27114.438,317501
3270,-10820.805,317601
3271,-19264.748,317701
3272,-16244.169,317801
3273,-27000.232,317901
3274,-19483.22,318001
3275,-12609.319,318101
3276,-13833.317,318201
3277,-9286.706,318301
3278,-35185.37,318401
3279,-8702.559,318501
3280,-11947.844,318601
3281,-12113.697,318701
3282,-9128.83,318801
3283,-39917.855,318901
3284,-9114.391,319001
3285,-11817.459,319101
3286,-20850.03,319201
3287,-44536.72,319301
3288,-36921.09,319401
3289,-7519.195,319501
3290,-15177.477,319601
3291,-27219.979,319701
3292,-8121.894,319801
3293,-9211.807,319901
3294,-11522.612,320001
3295,-23931.82,320101
3296,-7694.3022,320201
3297,-27904.273,320301
3298,-18082.285,320401
3299,-16067.346,320501
3300,-10325.567,320601
3301,-34923.25,320701
3302,-42354.953,320801
3303,-77023.99,320901
3304,-22685.918,321001
3305,-22588.914,321101
3306,-11649.87,321201
3307,-13625.862,321301
3308,-20943.475,321401
3309,-14791.64,321501
3310,-13733.071,321601
3311,-17703.867,321701
3312,-17534.15,321801
3313,-30072.236,321901
3314,-19601.629,322001
3315,-8603.935,322101
3316,-19498.945,322201
3317,-8399.984,322301
3318,-24679.262,322401
3319,-10406.685,322501
3320,-9309.993,322601
3321,-12519.115,322701
3322,-7751.027,322801
3323,-28870.465,322901
3324,-11707.742,323001
3325,-12719.986,323101
3326,-10493.366,323201
3327,-53670.887,323301
3328,-10572.579,323401
3329,-27947.324,323501
