train/n_updates,train/learning_rate,time/fps,rollout/ep_rew_mean,train/actor_loss,rollout/ep_len_mean,train/critic_loss,time/total_timesteps,time/episodes,time/time_elapsed,eval/mean_reward,eval/mean_ep_length
218974,0.0001,471,-4795.558378640001,2394.756103515625,1000.0,134.467041015625,876000,876,1857,,
219974,0.0001,,,2409.208984375,,677.965087890625,880000,,,-152506231.311244,1000.0
,,471,-4773.827955860001,,1000.0,,880000,880,1867,,
220974,0.0001,471,-4858.640874089999,2213.90966796875,1000.0,192.33441162109375,884000,884,1875,,
221974,0.0001,471,-4917.2584085299995,2322.5068359375,1000.0,159.91036987304688,888000,888,1882,,
222474,0.0001,,,2287.2822265625,,1034.865966796875,890000,,,-152506231.311244,1000.0
222974,0.0001,471,-4963.70184964,2431.764404296875,1000.0,352.1653747558594,892000,892,1892,,
223974,0.0001,471,-4995.795418669999,2400.45654296875,1000.0,1012.3792724609375,896000,896,1899,,
224974,0.0001,,,2347.87646484375,,526.645751953125,900000,,,-152506231.311244,1000.0
,,471,-5046.47847366,,1000.0,,900000,900,1910,,
225974,0.0001,471,-4986.883062669999,2467.40869140625,1000.0,421.60833740234375,904000,904,1917,,
226974,0.0001,471,-4932.83959653,2262.568359375,1000.0,390.7890319824219,908000,908,1924,,
227474,0.0001,,,2311.56787109375,,871.2615966796875,910000,,,-152506231.311244,1000.0
227974,0.0001,471,-4916.64477132,2211.314208984375,1000.0,319.877197265625,912000,912,1935,,
228974,0.0001,471,-4901.44302408,2305.1728515625,1000.0,1364.8134765625,916000,916,1942,,
229974,0.0001,,,2261.661376953125,,209.55191040039062,920000,,,-152506231.311244,1000.0
,,471,-4978.36229549,,1000.0,,920000,920,1952,,
230974,0.0001,471,-4954.07500384,2289.686279296875,1000.0,895.859375,924000,924,1959,,
231974,0.0001,471,-4960.828223859999,2281.281494140625,1000.0,685.9986572265625,928000,928,1967,,
232474,0.0001,,,2363.32958984375,,163.53358459472656,930000,,,-152506231.311244,1000.0
232974,0.0001,471,-4977.50514417,2306.15185546875,1000.0,2098.988037109375,932000,932,1977,,
233974,0.0001,471,-5055.757568949999,2392.815185546875,1000.0,235.527587890625,936000,936,1984,,
234974,0.0001,,,2316.9013671875,,420.01202392578125,940000,,,-152506231.311244,1000.0
,,471,-5031.3080068399995,,1000.0,,940000,940,1994,,
235974,0.0001,471,-4968.50593234,2256.359619140625,1000.0,609.387939453125,944000,944,2002,,
236974,0.0001,471,-4858.52194043,2243.37890625,1000.0,181.27407836914062,948000,948,2009,,
237474,0.0001,,,2321.4404296875,,2774.538330078125,950000,,,-152506231.311244,1000.0
237974,0.0001,471,-4776.60011644,2225.838134765625,1000.0,608.7246704101562,952000,952,2019,,
238974,0.0001,471,-4796.25141914,2392.58984375,1000.0,431.220458984375,956000,956,2027,,
239974,0.0001,,,2316.455322265625,,448.44940185546875,960000,,,-152506231.311244,1000.0
,,471,-4762.36491643,,1000.0,,960000,960,2037,,
240974,0.0001,471,-4866.177946389999,2434.291259765625,1000.0,198.37271118164062,964000,964,2044,,
241974,0.0001,471,-4875.7125719099995,2205.166259765625,1000.0,428.072998046875,968000,968,2051,,
242474,0.0001,,,2260.04248046875,,399.0797424316406,970000,,,-152506231.311244,1000.0
242974,0.0001,471,-4950.73833351,2301.826171875,1000.0,603.6337280273438,972000,972,2062,,
243974,0.0001,471,-4857.28876063,2228.76513671875,1000.0,376.10296630859375,976000,976,2069,,
244974,0.0001,,,2189.049072265625,,354.54547119140625,980000,,,-152506231.311244,1000.0
,,471,-4942.54921941,,1000.0,,980000,980,2079,,
245974,0.0001,471,-4912.332902300001,2267.627685546875,1000.0,219.63607788085938,984000,984,2086,,
246974,0.0001,471,-4904.936286249999,2164.687255859375,1000.0,312.753662109375,988000,988,2094,,
247474,0.0001,,,2123.2841796875,,1770.801025390625,990000,,,-152506231.311244,1000.0
247974,0.0001,471,-4933.3028542600005,2302.80419921875,1000.0,295.8894348144531,992000,992,2104,,
248974,0.0001,471,-4960.68373899,2181.9794921875,1000.0,328.45672607421875,996000,996,2111,,
249974,0.0001,,,2194.43701171875,,228.27316284179688,1000000,,,-152506231.311244,1000.0
,,471,-4901.60043612,,1000.0,,1000000,1000,2122,,
