rollout/ep_len_mean,time/fps,time/total_timesteps,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/entropy_loss,train/value_loss,train/clip_range,train/n_updates,train/approx_kl,train/policy_gradient_loss,train/clip_fraction,train/loss,train/explained_variance,train/std,train/learning_rate
100.0,1094,925696,113,846,-9926.40533217,-1.192061736062169,327155.14423828124,0.2,1120,0.0026547727,-0.0010339852055039956,0.014599609375,60220.8671875,0.0,0.7946978807449341,0.0003
100.0,1094,933888,114,853,-9966.43118446,-1.185177231580019,315660.01923828124,0.2,1130,0.0050933063,-0.002134047925210325,0.03505859375,60345.2734375,-1.1920928955078125e-07,0.7885982990264893,0.0003
100.0,1094,942080,115,860,-10026.161992749998,-1.172647412121296,320394.01533203124,0.2,1140,0.0056646494,-0.002580348344054073,0.03660888671875,60201.04296875,0.0,0.7763808965682983,0.0003
100.0,1094,950272,116,868,-10099.85959937,-1.1601144433021546,323036.1056640625,0.2,1150,0.0032096189,-0.0005210065261053387,0.00926513671875,60154.66796875,-1.1920928955078125e-07,0.7694383859634399,0.0003
100.0,1094,958464,117,875,-10128.41717855,-1.1567038752138614,330093.8036132812,0.2,1160,0.0020184168,-0.0008636359314550645,0.0083740234375,65331.4765625,0.0,0.7689380645751953,0.0003
100.0,1094,966656,118,883,-10188.941618599998,-1.1539968796074391,327606.07958984375,0.2,1170,0.0015136787,-0.000742283284489531,0.0097412109375,63903.41796875,-1.1920928955078125e-07,0.765365719795227,0.0003
100.0,1094,974848,119,890,-10205.62953587,-1.152096066251397,334258.85224609374,0.2,1180,0.0019056783,-0.001016973409059574,0.01075439453125,61763.2734375,0.0,0.7656362056732178,0.0003
100.0,1094,983040,120,898,-10112.4148036,-1.149559635668993,330369.626171875,0.2,1190,0.0030211357,-0.0008519760194758419,0.017431640625,61773.53515625,-1.1920928955078125e-07,0.763015627861023,0.0003
100.0,1094,991232,121,905,-10059.277383480001,-1.144161504879594,314732.97783203126,0.2,1200,0.0032556043,-0.0009562218197970651,0.01590576171875,58500.109375,1.1920928955078125e-07,0.7571393847465515,0.0003
100.0,1094,999424,122,912,-10028.268132100002,-1.1323903437703848,307792.309765625,0.2,1210,0.0021044507,-0.0005374722153646871,0.00482177734375,55837.82421875,-1.1920928955078125e-07,0.7447704076766968,0.0003
100.0,1094,1007616,123,920,-10054.51595382,-1.123808677494526,303215.99248046876,0.2,1220,0.0008758409,-4.577297295327298e-06,0.00234375,55879.2109375,0.0,0.744030237197876,0.0003
100.0,1094,1015808,124,927,-10017.76516837,-1.1149181343615056,304572.34541015624,0.2,1230,0.0013713278,-0.0005167642113519833,0.00567626953125,56719.69921875,0.0,0.7322797775268555,0.0003
100.0,1094,1024000,125,935,-9991.574291530002,-1.1062184616923332,295477.81513671874,0.2,1240,0.0010709392,-0.00028143716754129854,0.00167236328125,56303.8515625,0.0,0.7302981615066528,0.0003
100.0,1095,1032192,126,942,-9992.12367289,-1.1025747872889042,292707.03828125,0.2,1250,0.0008525774,-0.00012528503029898274,0.003564453125,55249.73046875,0.0,0.727219820022583,0.0003
100.0,1095,1040384,127,950,-10028.6131412,-1.1020745411515236,288715.83515625,0.2,1260,0.0031007323,-0.0007221426429168786,0.01585693359375,54422.87890625,0.0,0.7290163636207581,0.0003
100.0,1095,1048576,128,957,-10063.76354926,-1.104139058664441,292066.969921875,0.2,1270,0.002191339,-0.0009233619835868012,0.01470947265625,55276.11328125,0.0,0.7308262586593628,0.0003
100.0,1095,1056768,129,964,-10133.06625363,-1.1073828905820846,291502.5685546875,0.2,1280,0.0022666568,-5.2036779743502846e-05,0.00338134765625,55861.37890625,-1.1920928955078125e-07,0.7347538471221924,0.0003
100.0,1095,1064960,130,972,-10117.057165389999,-1.1112301986664535,295383.3024902344,0.2,1290,0.001111056,-0.00028729171099257657,0.00205078125,51509.34375,-1.1920928955078125e-07,0.7351415157318115,0.0003
100.0,1095,1073152,131,979,-10176.05311356,-1.1129714280366898,290804.63125,0.2,1300,0.0022559569,-0.000122807826846838,0.0065185546875,54993.39453125,-1.1920928955078125e-07,0.7370682954788208,0.0003
100.0,1095,1081344,132,987,-10212.11578668,-1.1107360258698464,296075.34033203125,0.2,1310,0.0022977255,-0.0012105245488783112,0.0123779296875,54222.703125,0.0,0.7318640947341919,0.0003
100.0,1095,1089536,133,994,-10177.6485105,-1.1095909263938666,296068.9763671875,0.2,1320,0.001801281,0.0001878117531305179,0.002587890625,54208.55078125,-1.1920928955078125e-07,0.7346109747886658,0.0003
100.0,1095,1097728,134,1001,-10115.752662609999,-1.1048658654093741,287656.7028808594,0.2,1330,0.0011056107,-0.0002685022394871339,0.00379638671875,55602.3125,0.0,0.7272751331329346,0.0003
